Time Temp TTemp State
59.0 17.90362179142792 18.0 0.0
89.0 17.90362179142792 18.0 0.0
119.0 17.686588543953118 18.0 0.0
149.0 17.686588543953118 18.0 0.0
179.0 17.470651359736365 18.0 1.0
209.0 17.470651359736365 18.0 1.0
239.0 17.53404486878797 18.0 1.0
269.0 17.53404486878797 18.0 1.0
299.0 17.59634835750835 18.0 1.0
329.0 17.59634835750835 18.0 1.0
359.0 17.65757973485369 18.0 1.0
389.0 17.65757973485369 18.0 1.0
419.0 17.717757599517803 18.0 1.0
449.0 17.717757599517803 18.0 1.0
479.0 17.77690007955378 18.0 1.0
509.0 17.77690007955378 18.0 1.0
539.0 17.8350249750744 18.0 1.0
569.0 17.8350249750744 18.0 1.0
599.0 17.892149793957877 18.0 1.0
629.0 17.892149793957877 18.0 1.0
659.0 17.94829174442327 18.0 1.0
689.0 17.94829174442327 18.0 1.0
719.0 18.003467737047004 18.0 1.0
749.0 18.003467737047004 18.0 1.0
779.0 18.057694391631305 18.0 1.0
809.0 18.057694391631305 18.0 1.0
839.0 18.110988042194215 18.0 1.0
869.0 18.110988042194215 18.0 1.0
899.0 18.16336474166551 18.0 1.0
929.0 18.16336474166551 18.0 1.0
959.0 18.214840266737852 18.0 1.0
989.0 18.214840266737852 18.0 1.0
1019.0 18.26543012270313 18.0 1.0
1049.0 18.26543012270313 18.0 1.0
1079.0 18.31514954807745 18.0 1.0
1109.0 18.31514954807745 18.0 1.0
1139.0 18.36401351916845 18.0 0.0
1169.0 18.36401351916845 18.0 0.0
1199.0 18.13432091117153 18.0 0.0
1229.0 18.13432091117153 18.0 0.0
1259.0 17.90856772999355 18.0 0.0
1289.0 17.90856772999355 18.0 0.0
1319.0 17.686688104122968 18.0 0.0
1349.0 17.686688104122968 18.0 0.0
1379.0 17.468616060323477 18.0 1.0
1409.0 17.468616060323477 18.0 1.0
1439.0 17.53204464463652 18.0 1.0
1469.0 17.53204464463652 18.0 1.0
1499.0 17.594382608199894 18.0 1.0
1529.0 17.594382608199894 18.0 1.0
1559.0 17.65564781959714 18.0 1.0
1589.0 17.65564781959714 18.0 1.0
1619.0 17.71585893178833 18.0 1.0
1649.0 17.71585893178833 18.0 1.0
1679.0 17.7750340686836 18.0 1.0
1709.0 17.7750340686836 18.0 1.0
1739.0 17.83319105979283 18.0 1.0
1769.0 17.83319105979283 18.0 1.0
1799.0 17.890347423270136 18.0 1.0
1829.0 17.890347423270136 18.0 1.0
1859.0 17.946520375395988 18.0 1.0
1889.0 17.946520375395988 18.0 1.0
1919.0 18.001726836367737 18.0 1.0
1949.0 18.001726836367737 18.0 1.0
1979.0 18.055983435280957 18.0 1.0
2009.0 18.055983435280957 18.0 1.0
2039.0 18.109306515113516 18.0 1.0
2069.0 18.109306515113516 18.0 1.0
2099.0 18.161712137651175 18.0 1.0
2129.0 18.161712137651175 18.0 1.0
2159.0 18.213216088326607 18.0 1.0
2189.0 18.213216088326607 18.0 1.0
2219.0 18.263833880974165 18.0 1.0
2249.0 18.263833880974165 18.0 1.0
2279.0 18.313580762502877 18.0 1.0
2309.0 18.313580762502877 18.0 1.0
2339.0 18.362471717489054 18.0 0.0
2369.0 18.362471717489054 18.0 0.0
2399.0 18.132680710497738 18.0 0.0
2429.0 18.132680710497738 18.0 0.0
2459.0 17.906840043758816 18.0 0.0
2489.0 17.906840043758816 18.0 0.0
2519.0 17.684882638935722 18.0 0.0
2549.0 17.684882638935722 18.0 0.0
2579.0 17.466741487010594 18.0 1.0
2609.0 17.466741487010594 18.0 1.0
2639.0 17.530202322584238 18.0 1.0
2669.0 17.530202322584238 18.0 1.0
2699.0 17.592571986047144 18.0 1.0
2729.0 17.592571986047144 18.0 1.0
2759.0 17.653868350102808 20.0 1.0
2789.0 17.653868350102808 20.0 1.0
2819.0 17.71411007940127 20.0 1.0
2849.0 17.71411007940127 20.0 1.0
2879.0 17.77331530647918 20.0 1.0
2909.0 17.77331530647918 20.0 1.0
2939.0 17.831501869974556 20.0 1.0
2969.0 17.831501869974556 20.0 1.0
2999.0 17.88868729702789 20.0 1.0
3029.0 17.88868729702789 20.0 1.0
3059.0 17.944888812675163 20.0 1.0
3089.0 17.944888812675163 20.0 1.0
3119.0 18.00012334571495 20.0 1.0
3149.0 18.00012334571495 20.0 1.0
3179.0 18.054407533698445 20.0 1.0
3209.0 18.054407533698445 20.0 1.0
3239.0 18.10775772791388 20.0 1.0
3269.0 18.10775772791388 20.0 1.0
3299.0 18.160189998314326 20.0 1.0
3329.0 18.160189998314326 20.0 1.0
3359.0 18.21172013835922 20.0 1.0
3389.0 18.21172013835922 20.0 1.0
3419.0 18.26236366977158 20.0 1.0
3449.0 18.26236366977158 20.0 1.0
3479.0 18.312135847213376 20.0 1.0
3509.0 18.312135847213376 20.0 1.0
3539.0 18.361051662880463 20.0 1.0
3569.0 18.361051662880463 20.0 1.0
3599.0 18.4091258510185 20.0 1.0
3629.0 18.4091258510185 20.0 1.0
3659.0 18.45637289236113 20.0 1.0
3689.0 18.45637289236113 20.0 1.0
3719.0 18.502807018491822 20.0 1.0
3749.0 18.502807018491822 20.0 1.0
3779.0 18.54844221613065 20.0 1.0
3809.0 18.54844221613065 20.0 1.0
3839.0 18.593292231347338 20.0 1.0
3869.0 18.593292231347338 20.0 1.0
3899.0 18.63737057370178 20.0 1.0
3929.0 18.63737057370178 20.0 1.0
3959.0 18.680690520313362 20.0 1.0
3989.0 18.680690520313362 20.0 1.0
4019.0 18.723265119860237 20.0 1.0
4049.0 18.723265119860237 20.0 1.0
4079.0 18.765107196509796 20.0 1.0
4109.0 18.765107196509796 20.0 1.0
4139.0 18.80622935378153 20.0 1.0
4169.0 18.80622935378153 20.0 1.0
4199.0 18.8466439783434 20.0 1.0
4229.0 18.8466439783434 20.0 1.0
4259.0 18.88636324374293 20.0 1.0
4289.0 18.88636324374293 20.0 1.0
4319.0 18.925399114074054 20.0 1.0
4349.0 18.925399114074054 20.0 1.0
4379.0 18.963763347580908 20.0 1.0
4409.0 18.963763347580908 20.0 1.0
4439.0 19.00146750019961 20.0 1.0
4469.0 19.00146750019961 20.0 1.0
4499.0 19.038522929039082 20.0 1.0
4529.0 19.038522929039082 20.0 1.0
4559.0 19.07494079580202 20.0 1.0
4589.0 19.07494079580202 20.0 1.0
4619.0 19.110732070146966 20.0 1.0
4649.0 19.110732070146966 20.0 1.0
4679.0 19.14590753299255 20.0 1.0
4709.0 19.14590753299255 20.0 1.0
4739.0 19.180477779764878 20.0 1.0
4769.0 19.180477779764878 20.0 1.0
4799.0 19.21445322358906 20.0 1.0
4829.0 19.21445322358906 20.0 1.0
4859.0 19.247844098425805 20.0 1.0
4889.0 19.247844098425805 20.0 1.0
4919.0 19.28066046215406 20.0 1.0
4949.0 19.28066046215406 20.0 1.0
4979.0 19.3129121996006 20.0 1.0
5009.0 19.3129121996006 20.0 1.0
5039.0 19.344609025517514 20.0 1.0
5069.0 19.344609025517514 20.0 1.0
5099.0 19.375760487508437 20.0 1.0
5129.0 19.375760487508437 20.0 1.0
5159.0 19.40637596890445 20.0 1.0
5189.0 19.40637596890445 20.0 1.0
5219.0 19.43646469159049 20.0 1.0
5249.0 19.43646469159049 20.0 1.0
5279.0 19.466035718783136 20.0 1.0
5309.0 19.466035718783136 20.0 1.0
5339.0 19.495097957760592 20.0 1.0
5369.0 19.495097957760592 20.0 1.0
5399.0 19.52366016254572 20.0 1.0
5429.0 19.52366016254572 20.0 1.0
5459.0 19.551730936542874 20.0 1.0
5489.0 19.551730936542874 20.0 1.0
5519.0 19.579318735129405 20.0 1.0
5549.0 19.579318735129405 20.0 1.0
5579.0 19.606431868202552 20.0 1.0
5609.0 19.606431868202552 20.0 1.0
5639.0 19.633078502682512 20.0 1.0
5669.0 19.633078502682512 20.0 1.0
5699.0 19.659266664972463 20.0 1.0
5729.0 19.659266664972463 20.0 1.0
5759.0 19.685004243376245 20.0 1.0
5789.0 19.685004243376245 20.0 1.0
5819.0 19.71029899047444 20.0 1.0
5849.0 19.71029899047444 20.0 1.0
5879.0 19.735158525459575 20.0 1.0
5909.0 19.735158525459575 20.0 1.0
5939.0 19.75959033643117 20.0 1.0
5969.0 19.75959033643117 20.0 1.0
5999.0 19.783601782651246 20.0 1.0
6029.0 19.783601782651246 20.0 1.0
6059.0 19.80720009676107 20.0 1.0
6089.0 19.80720009676107 20.0 1.0
6119.0 19.830392386959748 20.0 1.0
6149.0 19.830392386959748 20.0 1.0
6179.0 19.853185639145327 20.0 1.0
6209.0 19.853185639145327 20.0 1.0
6239.0 19.875586719019058 20.0 1.0
6269.0 19.875586719019058 20.0 1.0
6299.0 19.897602374153468 20.0 1.0
6329.0 19.897602374153468 20.0 1.0
6359.0 19.91923923602483 20.0 1.0
6389.0 19.91923923602483 20.0 1.0
6419.0 19.940503822010676 20.0 1.0
6449.0 19.940503822010676 20.0 1.0
6479.0 19.961402537352935 20.0 1.0
6509.0 19.961402537352935 20.0 1.0
6539.0 19.98194167708731 20.0 1.0
6569.0 19.98194167708731 20.0 1.0
6599.0 20.00212742793942 20.0 1.0
6629.0 20.00212742793942 20.0 1.0
6659.0 20.02196587018837 20.0 1.0
6689.0 20.02196587018837 20.0 1.0
6719.0 20.04146297949822 20.0 1.0
6749.0 20.04146297949822 20.0 1.0
6779.0 20.06062462871795 20.0 1.0
6809.0 20.06062462871795 20.0 1.0
6839.0 20.079456589650455 20.0 1.0
6869.0 20.079456589650455 20.0 1.0
6899.0 20.09796453479112 20.0 1.0
6929.0 20.09796453479112 20.0 1.0
6959.0 20.116154039036463 20.0 1.0
6989.0 20.116154039036463 20.0 1.0
7019.0 20.134030581363373 20.0 1.0
7049.0 20.134030581363373 20.0 1.0
7079.0 20.151599546479492 20.0 1.0
7109.0 20.151599546479492 20.0 1.0
7139.0 20.168866226445154 20.0 1.0
7169.0 20.168866226445154 20.0 1.0
7199.0 20.18583582226745 20.0 1.0
7229.0 20.18583582226745 20.0 1.0
7259.0 20.202513445466863 20.0 1.0
7289.0 20.202513445466863 20.0 1.0
7319.0 20.218904119616923 20.0 1.0
7349.0 20.218904119616923 20.0 1.0
7379.0 20.235012781857417 20.0 1.0
7409.0 20.235012781857417 20.0 1.0
7439.0 20.25084428438151 20.0 1.0
7469.0 20.25084428438151 20.0 1.0
7499.0 20.26640339589732 20.0 1.0
7529.0 20.26640339589732 20.0 1.0
7559.0 20.28169480306433 20.0 1.0
7589.0 20.28169480306433 20.0 1.0
7619.0 20.296723111905074 20.0 1.0
7649.0 20.296723111905074 20.0 1.0
7679.0 20.311492849192575 20.0 1.0
