Time;ThermostatTargetTemperature;LivingroomTemperature;KitchenTemperature;HallTemperature
0.1;;16.999421;16.999132;16.998483
5;;16.973631;16.960539;16.931080
10;;16.947364;16.921259;16.862629
15;;16.921147;16.882082;16.794507
20;;16.895032;16.843083;16.726849
25;;16.868913;16.804108;16.659381
30;;16.842844;16.765234;16.592239
30.1;14.000000;16.842844;16.765234;16.592239
30.2;14.000000;16.841803;16.763681;16.589560
35.2;14.000000;16.815785;16.724912;16.522753
40.2;14.000000;16.789816;16.686244;16.456268
45.2;14.000000;16.763844;16.647599;16.389972
50.2;14.000000;16.737973;16.609131;16.324127
55.2;14.000000;16.712151;16.570762;16.258598
60.1;14.000000;16.712151;16.570762;16.258598
60.2;14.000000;16.686378;16.532494;16.193386
65.2;14.000000;16.660654;16.494324;16.128487
70.2;14.000000;16.634978;16.456254;16.063901
75.2;14.000000;16.609401;16.418358;15.999755
80.2;14.000000;16.583822;16.380485;15.935789
85.2;14.000000;16.558291;16.342710;15.872131
90.1;14.000000;16.558291;16.342710;15.872131
90.2;14.000000;16.532808;16.305033;15.808779
95.2;14.000000;16.507373;16.267453;15.745733
100.2;14.000000;16.481986;16.229971;15.682990
105.2;14.000000;16.456648;16.192587;15.620550
110.2;14.000000;16.431357;16.155299;15.558410
115.2;14.000000;16.406113;16.118108;15.496569
120.1;14.000000;16.406113;16.118108;15.496569
120.2;14.000000;16.380918;16.081014;15.435026
125.2;14.000000;16.355769;16.044015;15.373780
130.2;14.000000;16.330669;16.007113;15.312829
135.2;14.000000;16.305616;15.970307;15.252171
140.2;14.000000;16.280610;15.933596;15.191805
145.2;14.000000;16.255651;15.896980;15.131730
150.1;14.000000;16.255651;15.896980;15.131730
150.2;14.000000;16.230739;15.860459;15.071944
155.2;14.000000;16.205874;15.824033;15.012446
160.2;14.000000;16.181007;15.787629;14.953117
165.2;14.000000;16.156236;15.751391;14.894191
170.2;14.000000;16.131512;15.715248;14.835550
175.2;14.000000;16.106835;15.679199;14.777190
180.1;14.000000;16.106835;15.679199;14.777190
180.2;14.000000;16.082204;15.643243;14.719112
185.2;14.000000;16.057619;15.607380;14.661313
190.2;14.000000;16.033081;15.571610;14.603793
195.2;14.000000;16.008590;15.535934;14.546550
200.2;14.000000;15.984144;15.500349;14.489582
205.2;14.000000;15.959745;15.464857;14.432889
210.1;14.000000;15.959745;15.464857;14.432889
210.2;14.000000;15.935392;15.429457;14.376469
215.2;14.000000;15.911084;15.394149;14.320320
220.2;14.000000;15.886823;15.358933;14.264442
225.2;14.000000;15.862607;15.323808;14.208833
230.2;14.000000;15.838437;15.288774;14.153492
235.2;14.000000;15.814313;15.253831;14.098417
240.1;14.000000;15.814313;15.253831;14.098417
240.2;14.000000;15.790234;15.218978;14.043608
245.2;14.000000;15.766201;15.184216;13.989062
250.2;14.000000;15.742213;15.149544;13.934779
255.2;14.000000;15.718270;15.114962;13.880758
260.2;14.000000;15.694373;15.080470;13.826997
265.2;14.000000;15.670520;15.046067;13.773494
270.1;14.000000;15.670520;15.046067;13.773494
270.2;14.000000;15.646713;15.011753;13.720250
275.2;14.000000;15.622950;14.977529;13.667261
280.2;14.000000;15.599233;14.943393;13.614528
285.2;14.000000;15.575560;14.909346;13.562049
290.2;14.000000;15.551932;14.875387;13.509823
295.2;14.000000;15.528348;14.841516;13.457848
300.1;14.000000;15.528348;14.841516;13.457848
300.2;14.000000;15.504809;14.807733;13.406124
305.2;14.000000;15.481314;14.774038;13.354648
310.2;14.000000;15.457864;14.740430;13.303421
315.2;14.000000;15.434458;14.706909;13.252440
320.2;14.000000;15.411096;14.673475;13.201704
325.2;14.000000;15.387778;14.640128;13.151213
330.1;14.000000;15.387778;14.640128;13.151213
330.2;14.000000;15.364504;14.606868;13.100965
335.2;14.000000;15.341274;14.573694;13.050960
340.2;14.000000;15.318088;14.540605;13.001195
345.2;14.000000;15.294946;14.507603;12.951669
350.2;14.000000;15.271847;14.474686;12.902382
355.2;14.000000;15.248792;14.441855;12.853333
360.1;14.000000;15.248792;14.441855;12.853333
360.2;14.000000;15.225781;14.409109;12.804519
365.2;14.000000;15.202812;14.376447;12.755941
370.2;14.000000;15.179888;14.343871;12.707597
375.2;14.000000;15.157006;14.311379;12.659486
380.2;14.000000;15.134168;14.278971;12.611606
385.2;14.000000;15.111373;14.246647;12.563957
390.1;14.000000;15.111373;14.246647;12.563957
390.2;14.000000;15.088621;14.214408;12.516537
395.2;14.000000;15.065911;14.182251;12.469346
400.2;14.000000;15.043245;14.150178;12.422382
405.2;14.000000;15.020621;14.118189;12.375644
410.2;14.000000;14.998040;14.086282;12.329131
415.2;14.000000;14.975502;14.054458;12.282842
420.1;14.000000;14.975502;14.054458;12.282842
420.2;14.000000;14.953006;14.022717;12.236776
425.2;14.000000;14.930553;13.991058;12.190932
430.2;14.000000;14.908142;13.959481;12.145309
435.2;14.000000;14.885773;13.927986;12.099905
440.2;14.000000;14.863447;13.896573;12.054720
445.2;14.000000;14.841163;13.865241;12.009753
450.1;14.000000;14.841163;13.865241;12.009753
450.2;14.000000;14.818920;13.833991;11.965002
455.2;14.000000;14.796720;13.802822;11.920467
460.2;14.000000;14.774562;13.771733;11.876146
