Time;ThermostatTargetTemperature;LivingroomTemperature;KitchenTemperature;HallTemperature
0.1;;16.999146;16.999503;16.998621
5;;16.961144;16.977399;16.937310
10;;16.922466;16.954880;16.875023
15;;16.883891;16.932397;16.813014
20;;16.845493;16.909994;16.751404
25;;16.807119;16.887583;16.689945
30;;16.768845;16.865208;16.628760
30.1;14.000000;16.768845;16.865208;16.628760
30.2;14.000000;16.767316;16.864313;16.626318
35.2;14.000000;16.729147;16.841975;16.565416
40.2;14.000000;16.691078;16.819673;16.504784
45.2;14.000000;16.653032;16.797362;16.444302
50.2;14.000000;16.615162;16.775132;16.384210
55.2;14.000000;16.577392;16.752937;16.324385
60.1;14.000000;16.577392;16.752937;16.324385
60.2;14.000000;16.539720;16.730778;16.264826
65.2;14.000000;16.502147;16.708654;16.205533
70.2;14.000000;16.464673;16.686566;16.146503
75.2;14.000000;16.427371;16.664557;16.087853
80.2;14.000000;16.390093;16.642539;16.029347
85.2;14.000000;16.352912;16.620557;15.971101
90.1;14.000000;16.352912;16.620557;15.971101
90.2;14.000000;16.315828;16.598610;15.913115
95.2;14.000000;16.278842;16.576699;15.855387
100.2;14.000000;16.241952;16.554822;15.797915
105.2;14.000000;16.205160;16.532981;15.740699
110.2;14.000000;16.168463;16.511174;15.683738
115.2;14.000000;16.131863;16.489403;15.627030
120.1;14.000000;16.131863;16.489403;15.627030
120.2;14.000000;16.095359;16.467666;15.570575
125.2;14.000000;16.058950;16.445965;15.514371
130.2;14.000000;16.022637;16.424298;15.458417
135.2;14.000000;15.986419;16.402666;15.402712
140.2;14.000000;15.950296;16.381069;15.347255
145.2;14.000000;15.914267;16.359506;15.292045
150.1;14.000000;15.914267;16.359506;15.292045
150.2;14.000000;15.878333;16.337978;15.237081
155.2;14.000000;15.842493;16.316484;15.182361
160.2;14.000000;15.806676;16.294982;15.127776
165.2;14.000000;15.771024;16.273558;15.073542
170.2;14.000000;15.735465;16.252168;15.019550
175.2;14.000000;15.699999;16.230812;14.965798
180.1;14.000000;15.699999;16.230812;14.965798
180.2;14.000000;15.664626;16.209490;14.912286
185.2;14.000000;15.629346;16.188203;14.859011
190.2;14.000000;15.594159;16.166949;14.805974
195.2;14.000000;15.559063;16.145730;14.753172
200.2;14.000000;15.524060;16.124545;14.700606
205.2;14.000000;15.489148;16.103394;14.648274
210.1;14.000000;15.489148;16.103394;14.648274
210.2;14.000000;15.454328;16.082277;14.596174
215.2;14.000000;15.419599;16.061194;14.544306
220.2;14.000000;15.384961;16.040144;14.492669
225.2;14.000000;15.350414;16.019128;14.441262
230.2;14.000000;15.315957;15.998146;14.390084
235.2;14.000000;15.281591;15.977198;14.339133
240.1;14.000000;15.281591;15.977198;14.339133
240.2;14.000000;15.247314;15.956283;14.288410
245.2;14.000000;15.213128;15.935402;14.237912
250.2;14.000000;15.179031;15.914555;14.187638
255.2;14.000000;15.145023;15.893740;14.137589
260.2;14.000000;15.111105;15.872960;14.087762
265.2;14.000000;15.077275;15.852212;14.038157
270.1;14.000000;15.077275;15.852212;14.038157
270.2;14.000000;15.043534;15.831498;13.988772
275.2;14.000000;15.009881;15.810817;13.939608
280.2;14.000000;14.976317;15.790169;13.890662
285.2;14.000000;14.942840;15.769554;13.841934
290.2;14.000000;14.909451;15.748973;13.793423
295.2;14.000000;14.876150;15.728424;13.745127
300.1;14.000000;14.876150;15.728424;13.745127
300.2;14.000000;14.842936;15.707909;13.697047
305.2;14.000000;14.809809;15.687426;13.649181
310.2;14.000000;14.776769;15.666976;13.601527
315.2;14.000000;14.743815;15.646559;13.554086
320.2;14.000000;14.710948;15.626175;13.506856
325.2;14.000000;14.678167;15.605823;13.459836
330.1;14.000000;14.678167;15.605823;13.459836
330.2;14.000000;14.645471;15.585505;13.413025
335.2;14.000000;14.612862;15.565218;13.366423
340.2;14.000000;14.580338;15.544965;13.320028
345.2;14.000000;14.547899;15.524743;13.273839
350.2;14.000000;14.515545;15.504554;13.227856
355.2;14.000000;14.483275;15.484398;13.182078
360.1;14.000000;14.483275;15.484398;13.182078
360.2;14.000000;14.451091;15.464274;13.136503
365.2;14.000000;14.418991;15.444182;13.091132
