Time;ThermostatTargetTemperature;LivingroomTemperature;KitchenTemperature;HallTemperature
0.1;;16.999421;16.999132;16.998758
5;;16.973631;16.960539;16.943542
10;;16.947364;16.921259;16.887427
15;;16.921147;16.882082;16.831542
20;;16.895032;16.843083;16.775996
25;;16.868913;16.804108;16.720565
30;;16.842844;16.765234;16.665361
30.1;14.000000;16.842844;16.765234;16.665361
30.2;14.000000;16.841803;16.763681;16.663158
35.2;14.000000;16.815785;16.724912;16.608189
40.2;14.000000;16.789816;16.686244;16.553444
45.2;14.000000;16.763844;16.647599;16.498813
50.2;14.000000;16.737973;16.609131;16.444515
55.2;14.000000;16.712151;16.570762;16.390439
60.1;14.000000;16.712151;16.570762;16.390439
60.2;14.000000;16.686378;16.532494;16.336583
65.2;14.000000;16.660654;16.494324;16.282948
70.2;14.000000;16.634978;16.456254;16.229531
75.2;14.000000;16.609401;16.418358;16.176439
80.2;14.000000;16.583822;16.380485;16.123457
85.2;14.000000;16.558291;16.342710;16.070692
90.1;14.000000;16.558291;16.342710;16.070692
90.2;14.000000;16.532808;16.305033;16.018143
95.2;14.000000;16.507373;16.267453;15.965808
100.2;14.000000;16.481986;16.229971;15.913687
105.2;14.000000;16.456648;16.192587;15.861778
110.2;14.000000;16.431357;16.155299;15.810082
115.2;14.000000;16.406113;16.118108;15.758597
120.1;14.000000;16.406113;16.118108;15.758597
120.2;14.000000;16.380918;16.081014;15.707322
125.2;14.000000;16.355769;16.044015;15.656257
130.2;14.000000;16.330669;16.007113;15.605400
135.2;14.000000;16.305616;15.970307;15.554751
140.2;14.000000;16.280610;15.933596;15.504309
145.2;14.000000;16.255651;15.896980;15.454073
150.1;14.000000;16.255651;15.896980;15.454073
150.2;14.000000;16.230739;15.860459;15.404042
155.2;14.000000;16.205874;15.824033;15.354215
160.2;14.000000;16.181007;15.787629;15.304493
165.2;14.000000;16.156236;15.751391;15.255073
170.2;14.000000;16.131512;15.715248;15.205855
175.2;14.000000;16.106835;15.679199;15.156838
180.1;14.000000;16.106835;15.679199;15.156838
180.2;14.000000;16.082204;15.643243;15.108021
185.2;14.000000;16.057619;15.607380;15.059403
190.2;14.000000;16.033081;15.571610;15.010984
195.2;14.000000;16.008590;15.535934;14.962763
200.2;14.000000;15.984144;15.500349;14.914739
205.2;14.000000;15.959745;15.464857;14.866911
210.1;14.000000;15.959745;15.464857;14.866911
210.2;14.000000;15.935392;15.429457;14.819278
215.2;14.000000;15.911084;15.394149;14.771840
220.2;14.000000;15.886823;15.358933;14.724596
225.2;14.000000;15.862607;15.323808;14.677544
230.2;14.000000;15.838437;15.288774;14.630685
235.2;14.000000;15.814313;15.253831;14.584017
240.1;14.000000;15.814313;15.253831;14.584017
240.2;14.000000;15.790234;15.218978;14.537540
245.2;14.000000;15.766201;15.184216;14.491253
250.2;14.000000;15.742213;15.149544;14.445154
255.2;14.000000;15.718270;15.114962;14.399244
260.2;14.000000;15.694373;15.080470;14.353522
265.2;14.000000;15.670520;15.046067;14.307986
270.1;14.000000;15.670520;15.046067;14.307986
270.2;14.000000;15.646713;15.011753;14.262636
275.2;14.000000;15.622950;14.977529;14.217472
280.2;14.000000;15.599233;14.943393;14.172492
285.2;14.000000;15.575560;14.909346;14.127695
290.2;14.000000;15.551932;14.875387;14.083082
295.2;14.000000;15.528348;14.841516;14.038651
300.1;14.000000;15.528348;14.841516;14.038651
300.2;14.000000;15.504809;14.807733;13.994401
305.2;14.000000;15.481314;14.774038;13.950332
310.2;14.000000;15.457864;14.740430;13.906443
315.2;14.000000;15.434458;14.706909;13.862734
320.2;14.000000;15.411096;14.673475;13.819203
325.2;14.000000;15.387778;14.640128;13.775849
330.1;14.000000;15.387778;14.640128;13.775849
330.2;14.000000;15.364504;14.606868;13.732673
335.2;14.000000;15.341274;14.573694;13.689673
340.2;14.000000;15.318088;14.540605;13.646849
345.2;14.000000;15.294946;14.507603;13.604200
350.2;14.000000;15.271847;14.474686;13.561724
355.2;14.000000;15.248792;14.441855;13.519423
360.1;14.000000;15.248792;14.441855;13.519423
360.2;14.000000;15.225781;14.409109;13.477294
365.2;14.000000;15.202812;14.376447;13.435337
370.2;14.000000;15.179888;14.343871;13.393552
375.2;14.000000;15.157006;14.311379;13.351937
380.2;14.000000;15.134168;14.278971;13.310492
385.2;14.000000;15.111373;14.246647;13.269217
390.1;14.000000;15.111373;14.246647;13.269217
390.2;14.000000;15.088621;14.214408;13.228110
395.2;14.000000;15.065911;14.182251;13.187171
400.2;14.000000;15.043245;14.150178;13.146399
405.2;14.000000;15.020621;14.118189;13.105794
410.2;14.000000;14.998040;14.086282;13.065354
