Time;ThermostatTargetTemperature;LivingroomTemperature;KitchenTemperature;HallTemperature
0.1;;16.999421;16.999503;16.998621
5;;16.973631;16.977399;16.937310
10;;16.947364;16.954880;16.875023
15;;16.921147;16.932397;16.813014
20;;16.895032;16.909994;16.751404
25;;16.868913;16.887583;16.689945
30;;16.842844;16.865208;16.628760
30.1;14.000000;16.842844;16.865208;16.628760
30.2;14.000000;16.841803;16.864313;16.626318
35.2;14.000000;16.815785;16.841975;16.565416
40.2;14.000000;16.789816;16.819673;16.504784
45.2;14.000000;16.763844;16.797362;16.444302
50.2;14.000000;16.737973;16.775132;16.384210
55.2;14.000000;16.712151;16.752937;16.324385
60.1;14.000000;16.712151;16.752937;16.324385
60.2;14.000000;16.686378;16.730778;16.264826
65.2;14.000000;16.660654;16.708654;16.205533
70.2;14.000000;16.634978;16.686566;16.146503
75.2;14.000000;16.609401;16.664557;16.087853
80.2;14.000000;16.583822;16.642539;16.029347
85.2;14.000000;16.558291;16.620557;15.971101
90.1;14.000000;16.558291;16.620557;15.971101
90.2;14.000000;16.532808;16.598610;15.913115
95.2;14.000000;16.507373;16.576699;15.855387
100.2;14.000000;16.481986;16.554822;15.797915
105.2;14.000000;16.456648;16.532981;15.740699
110.2;14.000000;16.431357;16.511174;15.683738
115.2;14.000000;16.406113;16.489403;15.627030
120.1;14.000000;16.406113;16.489403;15.627030
120.2;14.000000;16.380918;16.467666;15.570575
125.2;14.000000;16.355769;16.445965;15.514371
130.2;14.000000;16.330669;16.424298;15.458417
135.2;14.000000;16.305616;16.402666;15.402712
140.2;14.000000;16.280610;16.381069;15.347255
145.2;14.000000;16.255651;16.359506;15.292045
150.1;14.000000;16.255651;16.359506;15.292045
150.2;14.000000;16.230739;16.337978;15.237081
155.2;14.000000;16.205874;16.316484;15.182361
160.2;14.000000;16.181007;16.294982;15.127776
165.2;14.000000;16.156236;16.273558;15.073542
170.2;14.000000;16.131512;16.252168;15.019550
175.2;14.000000;16.106835;16.230812;14.965798
180.1;14.000000;16.106835;16.230812;14.965798
180.2;14.000000;16.082204;16.209490;14.912286
185.2;14.000000;16.057619;16.188203;14.859011
190.2;14.000000;16.033081;16.166949;14.805974
195.2;14.000000;16.008590;16.145730;14.753172
200.2;14.000000;15.984144;16.124545;14.700606
205.2;14.000000;15.959745;16.103394;14.648274
210.1;14.000000;15.959745;16.103394;14.648274
210.2;14.000000;15.935392;16.082277;14.596174
215.2;14.000000;15.911084;16.061194;14.544306
220.2;14.000000;15.886823;16.040144;14.492669
225.2;14.000000;15.862607;16.019128;14.441262
230.2;14.000000;15.838437;15.998146;14.390084
235.2;14.000000;15.814313;15.977198;14.339133
240.1;14.000000;15.814313;15.977198;14.339133
240.2;14.000000;15.790234;15.956283;14.288410
245.2;14.000000;15.766201;15.935402;14.237912
250.2;14.000000;15.742213;15.914555;14.187638
255.2;14.000000;15.718270;15.893740;14.137589
260.2;14.000000;15.694373;15.872960;14.087762
265.2;14.000000;15.670520;15.852212;14.038157
270.1;14.000000;15.670520;15.852212;14.038157
270.2;14.000000;15.646713;15.831498;13.988772
275.2;14.000000;15.622950;15.810817;13.939608
280.2;14.000000;15.599233;15.790169;13.890662
285.2;14.000000;15.575560;15.769554;13.841934
290.2;14.000000;15.551932;15.748973;13.793423
295.2;14.000000;15.528348;15.728424;13.745127
300.1;14.000000;15.528348;15.728424;13.745127
300.2;14.000000;15.504809;15.707909;13.697047
305.2;14.000000;15.481314;15.687426;13.649181
310.2;14.000000;15.457864;15.666976;13.601527
315.2;14.000000;15.434458;15.646559;13.554086
320.2;14.000000;15.411096;15.626175;13.506856
325.2;14.000000;15.387778;15.605823;13.459836
330.1;14.000000;15.387778;15.605823;13.459836
330.2;14.000000;15.364504;15.585505;13.413025
335.2;14.000000;15.341274;15.565218;13.366423
340.2;14.000000;15.318088;15.544965;13.320028
345.2;14.000000;15.294946;15.524743;13.273839
350.2;14.000000;15.271847;15.504554;13.227856
355.2;14.000000;15.248792;15.484398;13.182078
360.1;14.000000;15.248792;15.484398;13.182078
360.2;14.000000;15.225781;15.464274;13.136503
365.2;14.000000;15.202812;15.444182;13.091132
370.2;14.000000;15.179888;15.424123;13.045962
375.2;14.000000;15.157006;15.404095;13.000993
380.2;14.000000;15.134168;15.384100;12.956224
385.2;14.000000;15.111373;15.364137;12.911655
390.1;14.000000;15.111373;15.364137;12.911655
390.2;14.000000;15.088621;15.344206;12.867283
395.2;14.000000;15.065911;15.324307;12.823110
400.2;14.000000;15.043245;15.304439;12.779133
405.2;14.000000;15.020621;15.284604;12.735351
410.2;14.000000;14.998040;15.264800;12.691765
415.2;14.000000;14.975502;15.245029;12.648372
420.1;14.000000;14.975502;15.245029;12.648372
420.2;14.000000;14.953006;15.225289;12.605173
425.2;14.000000;14.930553;15.205580;12.562165
430.2;14.000000;14.908142;15.185904;12.519349
435.2;14.000000;14.885773;15.166258;12.476724
440.2;14.000000;14.863447;15.146645;12.434289
445.2;14.000000;14.841163;15.127063;12.392042
450.1;14.000000;14.841163;15.127063;12.392042
450.2;14.000000;14.818920;15.107512;12.349983
455.2;14.000000;14.796720;15.087992;12.308111
460.2;14.000000;14.774562;15.068504;12.266426
465.2;14.000000;14.752445;15.049047;12.224926
470.2;14.000000;14.730371;15.029622;12.183611
475.2;14.000000;14.708337;15.010227;12.142480
480.1;14.000000;14.708337;15.010227;12.142480
480.2;14.000000;14.686346;14.990864;12.101532
485.2;14.000000;14.664396;14.971532;12.060766
490.2;14.000000;14.642487;14.952231;12.020182
495.2;14.000000;14.620620;14.932960;11.979778
500.2;14.000000;14.598794;14.913721;11.939554
505.2;14.000000;14.577009;14.894512;11.899509
510.1;14.000000;14.577009;14.894512;11.899509
510.2;14.000000;14.555265;14.875335;11.859642
515.2;14.000000;14.533563;14.856188;11.819952
520.2;14.000000;14.511901;14.837072;11.780440
525.2;14.000000;14.490280;14.817986;11.741103
530.2;14.000000;14.468700;14.798931;11.701941
535.2;14.000000;14.447161;14.779907;11.662953
540.1;14.000000;14.447161;14.779907;11.662953
540.2;14.000000;14.425662;14.760913;11.624139
545.2;14.000000;14.404204;14.741950;11.585497
550.2;14.000000;14.382786;14.723017;11.547028
555.2;14.000000;14.361409;14.704114;11.508730
560.2;14.000000;14.340072;14.685242;11.470602
565.2;14.000000;14.318776;14.666400;11.432644
570.1;14.000000;14.318776;14.666400;11.432644
570.2;14.000000;14.297519;14.647588;11.394855
575.2;14.000000;14.276303;14.628807;11.357234
580.2;14.000000;14.255127;14.610056;11.319780
585.2;14.000000;14.233991;14.591334;11.282493
590.2;14.000000;14.212894;14.572643;11.245372
595.2;14.000000;14.191838;14.553982;11.208416
600.1;14.000000;14.191838;14.553982;11.208416
600.2;14.000000;14.170821;14.535350;11.171625
605.2;14.000000;14.149844;14.516749;11.134998
610.2;14.000000;14.128906;14.498177;11.098533
615.2;14.000000;14.108008;14.479636;11.062231
620.2;14.000000;14.087150;14.461123;11.026090
625.2;14.000000;14.066330;14.442641;10.990110
630.1;14.000000;14.066330;14.442641;10.990110
630.2;14.000000;14.045551;14.424188;10.954290
635.2;14.000000;14.024810;14.405765;10.918630
640.2;14.000000;14.004108;14.387372;10.883128
645.2;14.000000;13.983446;14.369008;10.847784
650.2;14.000000;13.962822;14.350673;10.812598
655.2;14.000000;13.942238;14.332368;10.777568
660.1;14.000000;13.942238;14.332368;10.777568
660.2;14.000000;13.921692;14.314092;10.742694
665.2;14.000000;13.901185;14.295846;10.707975
670.2;14.000000;13.880717;14.277629;10.673411
675.2;14.000000;13.860287;14.259441;10.639001
680.2;14.000000;13.839896;14.241282;10.604744
685.2;14.000000;13.819543;14.223152;10.570639
690.1;14.000000;13.819543;14.223152;10.570639
690.2;14.000000;13.799229;14.205052;10.536686
695.2;14.000000;13.778953;14.186980;10.502884
700.2;14.000000;13.758716;14.168938;10.469232
705.2;14.000000;13.738516;14.150924;10.435730
710.2;14.000000;13.718355;14.132939;10.402378
715.2;14.000000;13.698232;14.114983;10.369173
720.1;14.000000;13.698232;14.114983;10.369173
720.2;14.000000;13.678146;14.097056;10.336117
725.2;14.000000;13.658099;14.079158;10.303208
730.2;14.000000;13.638090;14.061289;10.270445
735.2;14.000000;13.618118;14.043448;10.237828
740.2;14.000000;13.598184;14.025636;10.205356
745.2;14.000000;13.578287;14.007852;10.173028
750.1;14.000000;13.578287;14.007852;10.173028
750.2;14.000000;13.592911;14.021136;10.226942
755.2;14.000000;13.607520;14.034409;10.280644
760.2;14.000000;13.622100;14.047661;10.334107
765.2;14.000000;13.636653;14.060891;10.387332
770.2;14.000000;13.651178;14.074100;10.440320
775.2;14.000000;13.665676;14.087288;10.493072
780.1;14.000000;13.665676;14.087288;10.493072
780.2;14.000000;13.680147;14.100455;10.545590
785.2;14.000000;13.694590;14.113601;10.597874
790.2;14.000000;13.709007;14.126725;10.649925
795.2;14.000000;13.723395;14.139829;10.701745
800.2;14.000000;13.737757;14.152912;10.753334
805.2;14.000000;13.752092;14.165973;10.804693
810.1;14.000000;13.752092;14.165973;10.804693
810.2;14.000000;13.766399;14.179014;10.855824
815.2;14.000000;13.780680;14.192034;10.906727
820.2;14.000000;13.794934;14.205032;10.957404
825.2;14.000000;13.809160;14.218010;11.007855
830.2;14.000000;13.823360;14.230967;11.058082
835.2;14.000000;13.837533;14.243904;11.108085
840.1;14.000000;13.837533;14.243904;11.108085
840.2;14.000000;13.851680;14.256819;11.157866
845.2;14.000000;13.865799;14.269714;11.207425
850.2;14.000000;13.879892;14.282588;11.256764
855.2;14.000000;13.893959;14.295442;11.305883
860.2;14.000000;13.907999;14.308275;11.354783
865.2;14.000000;13.922012;14.321087;11.403466
870.1;14.000000;13.922012;14.321087;11.403466
870.2;14.000000;13.935999;14.333879;11.451932
875.2;14.000000;13.949960;14.346650;11.500183
880.2;14.000000;13.963894;14.359401;11.548219
885.2;14.000000;13.977802;14.372131;11.596040
890.2;14.000000;13.991683;14.384841;11.643650
895.2;14.000000;14.005539;14.397531;11.691047
900.1;14.000000;14.005539;14.397531;11.691047
900.2;14.000000;14.019368;14.410200;11.738233
905.2;14.000000;14.033171;14.422848;11.785210
910.2;14.000000;14.046948;14.435477;11.831977
915.2;14.000000;14.060699;14.448085;11.878536
920.2;14.000000;14.074425;14.460673;11.924888
925.2;14.000000;14.088124;14.473241;11.971034
930.1;14.000000;14.088124;14.473241;11.971034
930.2;14.000000;14.101797;14.485789;12.016974
935.2;14.000000;14.115445;14.498316;12.062710
940.2;14.000000;14.129067;14.510824;12.108242
945.2;14.000000;14.142663;14.523311;12.153572
950.2;14.000000;14.156233;14.535778;12.198700
955.2;14.000000;14.169778;14.548226;12.243627
960.1;14.000000;14.169778;14.548226;12.243627
960.2;14.000000;14.183298;14.560653;12.288355
965.2;14.000000;14.196791;14.573060;12.332883
970.2;14.000000;14.210260;14.585448;12.377213
975.2;14.000000;14.223703;14.597815;12.421346
980.2;14.000000;14.237120;14.610163;12.465282
985.2;14.000000;14.250513;14.622491;12.509023
990.1;14.000000;14.250513;14.622491;12.509023
990.2;14.000000;14.263880;14.634799;12.552569
995.2;14.000000;14.277221;14.647088;12.595921
1000.2;14.000000;14.290538;14.659357;12.639081
1005.2;14.000000;14.303829;14.671606;12.682048
1010.2;14.000000;14.317096;14.683835;12.724824
1015.2;14.000000;14.330337;14.696045;12.767410
1020.1;14.000000;14.330337;14.696045;12.767410
1020.2;14.000000;14.309070;14.677196;12.723709
1025.2;14.000000;14.287832;14.658367;12.680175
1030.2;14.000000;14.266634;14.639568;12.636834
1035.2;14.000000;14.245476;14.620799;12.593686
1040.2;14.000000;14.224358;14.602061;12.550729
1045.2;14.000000;14.203280;14.583352;12.507964
1050.1;14.000000;14.203280;14.583352;12.507964
1050.2;14.000000;14.182242;14.564674;12.465390
1055.2;14.000000;14.161243;14.546025;12.423005
1060.2;14.000000;14.140284;14.527407;12.380808
1065.2;14.000000;14.119364;14.508818;12.338799
1070.2;14.000000;14.098484;14.490259;12.296978
1075.2;14.000000;14.077644;14.471730;12.255342
1080.1;14.000000;14.077644;14.471730;12.255342
1080.2;14.000000;14.056842;14.453231;12.213891
1085.2;14.000000;14.036080;14.434761;12.172626
1090.2;14.000000;14.015357;14.416321;12.131543
1095.2;14.000000;13.994674;14.397911;12.090644
1100.2;14.000000;13.974029;14.379530;12.049926
1105.2;14.000000;13.953423;14.361178;12.009390
1110.1;14.000000;13.953423;14.361178;12.009390
1110.2;14.000000;13.932856;14.342856;11.969034
1115.2;14.000000;13.912328;14.324564;11.928858
1120.2;14.000000;13.891839;14.306300;11.888860
1125.2;14.000000;13.871388;14.288066;11.849041
1130.2;14.000000;13.850976;14.269862;11.809399
1135.2;14.000000;13.830603;14.251686;11.769933
1140.1;14.000000;13.830603;14.251686;11.769933
1140.2;14.000000;13.810268;14.233540;11.730643
1145.2;14.000000;13.789971;14.215423;11.691527
1150.2;14.000000;13.769713;14.197334;11.652586
1155.2;14.000000;13.749493;14.179275;11.613818
1160.2;14.000000;13.729311;14.161245;11.575223
1165.2;14.000000;13.709167;14.143244;11.536799
1170.1;14.000000;13.709167;14.143244;11.536799
1170.2;14.000000;13.689061;14.125271;11.498546
1175.2;14.000000;13.668993;14.107328;11.460464
1180.2;14.000000;13.648963;14.089413;11.422551
1185.2;14.000000;13.628971;14.071527;11.384806
1190.2;14.000000;13.609016;14.053670;11.347230
1195.2;14.000000;13.589099;14.035841;11.309821
