time,20sim,fmu,cohla,d-20sim-fmu,d-fmu-cohla,d-20sim-cohla,offset-20sim-cohla,target
708,18.1359241775676,18.1348,18.134773,0.001124177567601,2.69999999993331E-05,0.0011511775676,-0.0011511775676,18
711,18.1434661806179,18.1423,18.142314,0.001166180617901,1.40000000001805E-05,0.0011521806179,-0.0011521806179,18
714,18.1510029478974,18.1498,18.149849,0.001202947897401,4.90000000006319E-05,0.0011539478974,-0.0011539478974,18
717,18.158534483041,18.1574,18.157378,0.001134483041,2.1999999997746E-05,0.001156483040997,-0.001156483040997,18
720,18.1660607896809,18.1649,18.164903,0.001160789680899,2.99999999953116E-06,0.001157789680899,-0.001157789680899,18
723,18.1735818714467,18.1724,18.172422,0.0011818714467,2.20000000012988E-05,0.001159871446699,-0.001159871446699,18
726,18.1810977319657,18.1799,18.179937,0.0011977319657,3.69999999989545E-05,0.001160731965701,-0.001160731965701,18
729,18.1886083748625,18.1874,18.187445,0.0012083748625,4.50000000000728E-05,0.0011633748625,-0.0011633748625,18
732,18.1961138037593,18.1949,18.194949,0.001213803759299,4.90000000006319E-05,0.001164803759298,-0.001164803759298,18
735,18.2036140222757,18.2024,18.202448,0.0012140222757,4.79999999996039E-05,0.001166022275701,-0.001166022275701,18
738,18.2111090340288,18.2099,18.209941,0.0012090340288,4.09999999995137E-05,0.001168034028801,-0.001168034028801,18
741,18.2185988426333,18.2174,18.217429,0.001198842633297,2.89999999978363E-05,0.001169842633299,-0.001169842633299,18
744,18.2260834517012,18.2249,18.224912,0.001183451701198,1.19999999981246E-05,0.0011714517012,-0.0011714517012,18
747,18.2335628648422,18.2324,18.23239,0.0011628648422,9.99999999962142E-06,0.0011728648422,-0.0011728648422,18
750,18.2410370856633,18.2399,18.239862,0.001137085663302,3.79999999999825E-05,0.001175085663302,-0.001175085663302,18
753,18.2485061177691,18.2473,18.24733,0.001206117769101,3.0000000002417E-05,0.001176117769099,-0.001176117769099,18
756,18.2559699647617,18.2548,18.254792,0.001169964761701,8.00000000111822E-06,0.001177964761702,-0.001177964761702,18
759,18.2634286302408,18.2622,18.262249,0.001228630240799,4.90000000006319E-05,0.001179630240799,-0.001179630240799,18
762,18.2708821178032,18.2697,18.269701,0.0011821178032,1.00000000102796E-06,0.001181117803199,-0.001181117803199,18
765,18.2783304310437,18.2771,18.277147,0.001230431043698,4.6999999998576E-05,0.0011834310437,-0.0011834310437,18
768,18.2857735735544,18.2846,18.284589,0.0011735735544,1.10000000006494E-05,0.001184573554401,-0.001184573554401,18
771,18.2932115489249,18.292,18.292025,0.0012115489249,2.49999999972772E-05,0.001186548924903,-0.001186548924903,18
774,18.3006443607421,18.2995,18.299456,0.001144360742103,4.39999999990448E-05,0.001188360742102,-0.001188360742102,18
777,18.3080720125909,18.3069,18.306882,0.001172012590899,1.79999999971869E-05,0.001190012590897,-0.001190012590897,18
780,18.3154945080532,18.3143,18.314303,0.001194508053199,2.99999999953116E-06,0.0011915080532,-0.0011915080532,18
783,18.3042672226096,18.3037,18.303701,0.0005672226096,1.00000000102796E-06,0.000566222609599,-0.000566222609599,18
786,18.2930477313146,18.2925,18.292486,0.000547731314601,1.40000000001805E-05,0.000561731314601,-0.000561731314601,18
789,18.2818360287573,18.2813,18.281278,0.000536028757299,2.20000000012988E-05,0.0005580287573,-0.0005580287573,18
792,18.2706321095307,18.2701,18.270079,0.000532109530699,2.10000000002708E-05,0.000553109530699,-0.000553109530699,18
795,18.2594359682315,18.2589,18.258887,0.0005359682315,1.29999999991526E-05,0.000548968231499,-0.000548968231499,18
798,18.2482475994602,18.2477,18.247702,0.000547599460202,2.00000000205591E-06,0.000545599460199,-0.000545599460199,18
801,18.2370669978209,18.2365,18.236526,0.000566997820901,2.60000000018579E-05,0.000540997820899,-0.000540997820899,18
804,18.2258941579216,18.2254,18.225357,0.000494157921601,4.30000000015696E-05,0.000537157921602,-0.000537157921602,18
807,18.2147290743739,18.2142,18.214196,0.000529074373897,4.00000000055911E-06,0.000533074373898,-0.000533074373898,18
810,18.2035717417934,18.203,18.203043,0.000571741793401,4.30000000015696E-05,0.000528741793399,-0.000528741793399,18
813,18.1924221547991,18.1919,18.191898,0.0005221547991,2.00000000205591E-06,0.000524154799102,-0.000524154799102,18
816,18.1812803080139,18.1808,18.18076,0.000480308013898,4.00000000020384E-05,0.0005203080139,-0.0005203080139,18
819,18.1701461960645,18.1696,18.16963,0.000546196064501,3.0000000002417E-05,0.000516196064499,-0.000516196064499,18
822,18.1590198135813,18.1585,18.158508,0.000519813581299,8.00000000111822E-06,0.000511813581298,-0.000511813581298,18
825,18.1479011551983,18.1474,18.147393,0.0005011551983,7.00000000009027E-06,0.0005081551983,-0.0005081551983,18
828,18.1367902155534,18.1363,18.136286,0.000490215553402,1.40000000001805E-05,0.000504215553402,-0.000504215553402,18
831,18.1256869892881,18.1252,18.125187,0.000486989288099,1.29999999991526E-05,0.000499989288098,-0.000499989288098,18
834,18.1145914710476,18.1141,18.114095,0.000491471047599,5.00000000158707E-06,0.000496471047601,-0.000496471047601,18
837,18.1035036554808,18.103,18.103012,0.000503655480799,1.19999999981246E-05,0.000491655480801,-0.000491655480801,18
840,18.0924235372407,18.0919,18.091936,0.000523537240699,3.60000000014793E-05,0.000487537240698,-0.000487537240698,18
843,18.0813511109835,18.0809,18.080867,0.000451110983501,3.29999999983954E-05,0.0004841109835,-0.0004841109835,18
846,18.0702863713692,18.0698,18.069807,0.000486371369199,7.00000000009027E-06,0.000479371369199,-0.000479371369199,18
849,18.0592293130618,18.0588,18.058754,0.000429313061797,4.60000000011007E-05,0.000475313061798,-0.000475313061798,18
852,18.0481799307288,18.0477,18.047708,0.000479930728801,8.00000000111822E-06,0.0004719307288,-0.0004719307288,18
855,18.0371382190413,18.0367,18.036671,0.0004382190413,2.9000000001389E-05,0.000467219041301,-0.000467219041301,18
858,18.0261041726744,18.0256,18.025641,0.0005041726744,4.09999999995137E-05,0.000463172674401,-0.000463172674401,18
861,18.0150777863066,18.0146,18.014618,0.000477786306597,1.79999999971869E-05,0.0004597863066,-0.0004597863066,18
864,18.0040590546202,18.0036,18.003603,0.000459054620201,2.99999999953116E-06,0.000456054620201,-0.000456054620201,18
867,17.9930479723013,17.9926,17.992596,0.000447972301302,4.00000000055911E-06,0.000451972301303,-0.000451972301303,18
870,17.9820445340396,17.9816,17.981597,0.000444534039598,2.99999999953116E-06,0.000447534039598,-0.000447534039598,18
873,17.9710487345283,17.9706,17.970605,0.000448734528298,4.99999999803435E-06,0.0004437345283,-0.0004437345283,18
876,17.9600605684647,17.9596,17.959621,0.0004605684647,2.09999999967181E-05,0.000439568464703,-0.000439568464703,18
879,17.9490800305494,17.9486,17.948644,0.000480030549401,4.40000000025975E-05,0.000436030549398,-0.000436030549398,18
882,17.9381071154869,17.9377,17.937676,0.000407115486901,2.3999999999802E-05,0.000431115486901,-0.000431115486901,18
885,17.9271418179852,17.9267,17.926714,0.000441817985198,1.40000000001805E-05,0.000427817985198,-0.000427817985198,18
888,17.9161841327563,17.9158,17.91576,0.000384132756299,4.00000000020384E-05,0.000424132756301,-0.000424132756301,18
891,17.9052340545153,17.9048,17.904814,0.000434054515299,1.40000000001805E-05,0.000420054515299,-0.000420054515299,18
894,17.8942915779816,17.8939,17.893876,0.000391577981603,2.3999999999802E-05,0.000415577981602,-0.000415577981602,18
897,17.8833566978779,17.8829,17.882945,0.000456697877901,4.50000000000728E-05,0.000411697877901,-0.000411697877901,18
900,17.8724294089307,17.872,17.872022,0.0004294089307,2.20000000012988E-05,0.000407408930698,-0.000407408930698,18
903,17.8615097058699,17.8611,17.861106,0.000409705869899,5.99999999906231E-06,0.0004037058699,-0.0004037058699,18
906,17.8505975834295,17.8502,17.850198,0.0003975834295,2.00000000205591E-06,0.000399583429502,-0.000399583429502,18
909,17.8396930363468,17.8393,17.839297,0.0003930363468,3.00000000308387E-06,0.000396036346803,-0.000396036346803,18
912,17.8287960593629,17.8284,17.828404,0.000396059362902,4.00000000055911E-06,0.000392059362902,-0.000392059362902,18
915,17.8179066472225,17.8175,17.817519,0.000406647222501,1.90000000017676E-05,0.0003876472225,-0.0003876472225,18
918,17.807024794674,17.8066,17.806641,0.000424794674,4.09999999995137E-05,0.000383794674001,-0.000383794674001,18
921,17.7961504964695,17.7958,17.79577,0.000350496469501,2.99999999988643E-05,0.0003804964695,-0.0003804964695,18
924,17.7852837473645,17.7849,17.784907,0.000383747364499,7.00000000009027E-06,0.000376747364498,-0.000376747364498,18
927,17.7744245421184,17.7741,17.774052,0.000324542118399,4.79999999996039E-05,0.000372542118399,-0.000372542118399,18
930,17.763572875494,17.7632,17.763204,0.000372875493998,4.00000000055911E-06,0.000368875493997,-0.000368875493997,18
933,17.7527287422582,17.7524,17.752364,0.000328742258198,3.60000000014793E-05,0.000364742258199,-0.000364742258199,18
936,17.7418921371809,17.7415,17.741531,0.000392137180903,3.09999999998922E-05,0.000361137180903,-0.000361137180903,18
939,17.731063055036,17.7307,17.730706,0.000363055036001,6.00000000261502E-06,0.000357055035998,-0.000357055035998,18
942,17.7202414906011,17.7199,17.719888,0.000341490601102,1.19999999981246E-05,0.0003534906011,-0.0003534906011,18
945,17.7094274386573,17.7091,17.709078,0.000327438657301,2.1999999997746E-05,0.000349438657299,-0.000349438657299,18
948,17.6986208939891,17.6983,17.698276,0.000320893989102,2.3999999999802E-05,0.000344893989102,-0.000344893989102,18
951,17.687821851385,17.6875,17.68748,0.000321851384999,1.99999999992428E-05,0.000341851384999,-0.000341851384999,18
954,17.6770303056369,17.6767,17.676693,0.000330305636901,7.00000000009027E-06,0.000337305636901,-0.000337305636901,18
957,17.6662462515404,17.6659,17.665913,0.0003462515404,1.29999999991526E-05,0.0003332515404,-0.0003332515404,18
960,17.6554696838948,17.6551,17.65514,0.0003696838948,3.99999999984857E-05,0.000329683894801,-0.000329683894801,18
963,17.6633452256018,17.6624,17.662392,0.0009452256018,8.00000000111822E-06,0.000953225601801,-0.000953225601801,18
966,17.6712152999906,17.6703,17.67026,0.000915299990599,4.00000000020384E-05,0.000955299990601,-0.000955299990601,18
969,17.6790799108568,17.6781,17.678123,0.000979910856799,2.2999999998774E-05,0.0009569108568,-0.0009569108568,18
972,17.6869390619931,17.686,17.68598,0.000939061993101,1.99999999992428E-05,0.0009590619931,-0.0009590619931,18
975,17.6947927571897,17.6938,17.693831,0.000992757189699,3.09999999998922E-05,0.0009617571897,-0.0009617571897,18
978,17.7026410002343,17.7017,17.701678,0.000941000234302,2.1999999997746E-05,0.0009630002343,-0.0009630002343,18
981,17.7104837949119,17.7095,17.709519,0.000983794911903,1.90000000017676E-05,0.000964794911901,-0.000964794911901,18
984,17.7183211450046,17.7174,17.717354,0.0009211450046,4.60000000011007E-05,0.000967145004601,-0.000967145004601,18
987,17.7261530542924,17.7252,17.725184,0.000953054292399,1.60000000022364E-05,0.000969054292401,-0.000969054292401,18
990,17.7339795265522,17.733,17.733008,0.0009795265522,8.00000000111822E-06,0.000971526552199,-0.000971526552199,18
993,17.7418005655586,17.7408,17.740828,0.001000565558599,2.80000000003611E-05,0.000972565558598,-0.000972565558598,18
996,17.7496161750834,17.7486,17.748641,0.0010161750834,4.09999999995137E-05,0.000975175083401,-0.000975175083401,18
999,17.7574263588957,17.7564,17.756449,0.0010263588957,4.90000000006319E-05,0.0009773588957,-0.0009773588957,18
1002,17.7652311207622,17.7643,17.764252,0.0009311207622,4.79999999996039E-05,0.000979120762199,-0.000979120762199,18
1005,17.773030464447,17.772,17.77205,0.001030464447002,5.00000000016598E-05,0.000980464447,-0.000980464447,18
1008,17.7808243937114,17.7798,17.779842,0.001024393711397,4.19999999969889E-05,0.0009823937114,-0.0009823937114,18
1011,17.788612912314,17.7876,17.787628,0.001012912314,2.80000000003611E-05,0.000984912313999,-0.000984912313999,18
1014,17.7963960240113,17.7954,17.795409,0.0009960240113,8.99999999859347E-06,0.000987024011302,-0.000987024011302,18
1017,17.8041737325566,17.8032,17.803185,0.000973732556599,1.50000000012085E-05,0.0009887325566,-0.0009887325566,18
1020,17.8119460417009,17.811,17.810956,0.0009460417009,4.39999999990448E-05,0.000990041700899,-0.000990041700899,18
1023,17.8197129551926,17.8187,17.818721,0.0010129551926,2.10000000002708E-05,0.0009919551926,-0.0009919551926,18
1026,17.8274744767775,17.8265,17.82648,0.0009744767775,1.99999999992428E-05,0.0009944767775,-0.0009944767775,18
1029,17.8352306101986,17.8342,17.834234,0.001030610198601,3.39999999994234E-05,0.000996610198602,-0.000996610198602,18
1032,17.8429813591965,17.842,17.841983,0.000981359196501,1.69999999997117E-05,0.000998359196501,-0.000998359196501,18
1035,17.850726727509,17.8497,17.849727,0.001026727509,2.70000000028858E-05,0.000999727508997,-0.000999727508997,18
1038,17.8584667188718,17.8575,17.857465,0.000966718871798,3.50000000004513E-05,0.001001718871798,-0.001001718871798,18
1041,17.8662013370173,17.8652,17.865198,0.0010013370173,2.00000000205591E-06,0.001003337017302,-0.001003337017302,18
1044,17.873930585676,17.8729,17.872925,0.001030585675998,2.49999999972772E-05,0.001005585676001,-0.001005585676001,18
1047,17.8816544685752,17.8806,17.880647,0.001054468575198,4.6999999998576E-05,0.0010074685752,-0.0010074685752,18
1050,17.8893729894399,17.8884,17.888364,0.000972989439898,3.60000000014793E-05,0.001008989439899,-0.001008989439899,18
1053,17.8970861519927,17.8961,17.896075,0.000986151992699,2.50000000008299E-05,0.001011151992699,-0.001011151992699,18
1056,17.9047939599533,17.9038,17.903781,0.000993959953298,1.90000000017676E-05,0.0010129599533,-0.0010129599533,18
1059,17.9124964170389,17.9115,17.911481,0.000996417038898,1.90000000017676E-05,0.0010154170389,-0.0010154170389,18
1062,17.9201935269643,17.9192,17.919177,0.000993526964301,2.2999999998774E-05,0.0010165269643,-0.0010165269643,18
1065,17.9278852934415,17.9269,17.926866,0.000985293441499,3.39999999994234E-05,0.001019293441498,-0.001019293441498,18
1068,17.9355717201799,17.9346,17.934551,0.000971720179901,4.90000000006319E-05,0.001020720179902,-0.001020720179902,18
1071,17.9432528108865,17.9422,17.94223,0.001052810886499,2.99999999988643E-05,0.0010228108865,-0.0010228108865,18
1074,17.9509285692657,17.9499,17.949904,0.001028569265699,4.00000000055911E-06,0.001024569265699,-0.001024569265699,18
1077,17.9585989990193,17.9576,17.957573,0.000998999019302,2.69999999993331E-05,0.001025999019301,-0.001025999019301,18
1080,17.9662641038464,17.9652,17.965236,0.001064103846399,3.60000000014793E-05,0.001028103846398,-0.001028103846398,18
1083,17.9739238874437,17.9729,17.972894,0.001023887443701,5.99999999906231E-06,0.0010298874437,-0.0010298874437,18
1086,17.9815783535054,17.9805,17.980546,0.001078353505402,4.60000000011007E-05,0.001032353505401,-0.001032353505401,18
1089,17.9892275057227,17.9882,17.988194,0.0010275057227,5.99999999906231E-06,0.001033505722699,-0.001033505722699,18
1092,17.9968713477849,17.9958,17.995836,0.001071347784901,3.60000000014793E-05,0.001035347784899,-0.001035347784899,18
1095,18.0045098833781,18.0035,18.003472,0.001009883378099,2.80000000003611E-05,0.0010378833781,-0.0010378833781,18
1098,18.0121431161864,18.0111,18.011104,0.001043116186402,4.00000000055911E-06,0.001039116186401,-0.001039116186401,18
1101,18.0197710498908,18.0187,18.01873,0.0010710498908,3.0000000002417E-05,0.001041049890798,-0.001041049890798,18
1104,18.0273936881702,18.0264,18.026351,0.000993688170201,4.90000000006319E-05,0.001042688170202,-0.001042688170202,18
1107,18.0350110347007,18.034,18.033966,0.001011034700703,3.39999999994234E-05,0.001045034700702,-0.001045034700702,18
1110,18.042623093156,18.0416,18.041576,0.001023093156,2.3999999999802E-05,0.001047093156,-0.001047093156,18
1113,18.050229867207,18.0492,18.049181,0.001029867207002,1.89999999982149E-05,0.001048867207,-0.001048867207,18
1116,18.0578313605224,18.0568,18.056781,0.001031360522401,1.89999999982149E-05,0.001050360522399,-0.001050360522399,18
1119,18.0654275767679,18.0644,18.064375,0.0010275767679,2.50000000008299E-05,0.001052576767901,-0.001052576767901,18
1122,18.0730185196072,18.072,18.071965,0.0010185196072,3.50000000004513E-05,0.001053519607201,-0.001053519607201,18
1125,18.080604192701,18.0795,18.079548,0.001104192701,4.79999999996039E-05,0.001056192701,-0.001056192701,18
1128,18.0881845997077,18.0871,18.087127,0.001084599707699,2.69999999993331E-05,0.0010575997077,-0.0010575997077,18
1131,18.0957597442832,18.0947,18.0947,0.0010597442832,0,0.0010597442832,-0.0010597442832,18
1134,18.1033296300805,18.1023,18.102268,0.001029630080499,3.20000000009202E-05,0.0010616300805,-0.0010616300805,18
1137,18.1108942607505,18.1098,18.109831,0.001094260750499,3.09999999998922E-05,0.001063260750499,-0.001063260750499,18
1140,18.1184536399414,18.1174,18.117389,0.0010536399414,1.10000000006494E-05,0.001064639941401,-0.001064639941401,18
1143,18.1260077712988,18.1249,18.124941,0.001107771298798,4.09999999995137E-05,0.001066771298799,-0.001066771298799,18
1146,18.1335566584659,18.1325,18.132488,0.001056658465899,1.20000000016773E-05,0.001068658465901,-0.001068658465901,18
1149,18.1411003050831,18.14,18.14003,0.001100305083099,2.99999999988643E-05,0.0010703050831,-0.0010703050831,18
1152,18.1486387147887,18.1476,18.147567,0.001038714788699,3.30000000019481E-05,0.001071714788701,-0.001071714788701,18
1155,18.1561718912181,18.1551,18.155098,0.0010718912181,2.00000000205591E-06,0.001073891218102,-0.001073891218102,18
1158,18.1636998380043,18.1626,18.162624,0.001099838004297,2.3999999999802E-05,0.001075838004297,-0.001075838004297,18
1161,18.1712225587779,18.1701,18.170145,0.001122558777897,4.50000000000728E-05,0.001077558777897,-0.001077558777897,18
1164,18.1787400571669,18.1777,18.177661,0.001040057166897,3.90000000010104E-05,0.001079057166898,-0.001079057166898,18
1167,18.1862523367967,18.1852,18.185172,0.0010523367967,2.79999999968084E-05,0.001080336796697,-0.001080336796697,18
1170,18.1937594012902,18.1927,18.192677,0.001059401290203,2.2999999998774E-05,0.001082401290201,-0.001082401290201,18
1173,18.2012612542678,18.2002,18.200177,0.0010612542678,2.2999999998774E-05,0.001084254267798,-0.001084254267798,18
1176,18.2087578993474,18.2077,18.207672,0.001057899347401,2.80000000003611E-05,0.001085899347402,-0.001085899347402,18
1179,18.2162493401445,18.2152,18.215161,0.001049340144501,3.90000000010104E-05,0.001088340144502,-0.001088340144502,18
1182,18.2237355802721,18.2226,18.222646,0.001135580272098,4.60000000011007E-05,0.001089580272097,-0.001089580272097,18
1185,18.2312166233403,18.2301,18.230125,0.001116623340298,2.50000000008299E-05,0.001091623340297,-0.001091623340297,18
1188,18.2386924729572,18.2376,18.237599,0.0010924729572,1.00000000102796E-06,0.001093472957201,-0.001093472957201,18
1191,18.246163132728,18.2451,18.245068,0.001063132728,3.20000000009202E-05,0.001095132728,-0.001095132728,18
1194,18.2536286062557,18.2525,18.252532,0.001128606255698,3.19999999973675E-05,0.0010966062557,-0.0010966062557,18
1197,18.2610888971407,18.26,18.259991,0.001088897140697,9.00000000214618E-06,0.001097897140699,-0.001097897140699,18
1200,18.2685440089807,18.2674,18.267444,0.001144008980702,4.40000000025975E-05,0.0011000089807,-0.0011000089807,18
1203,18.2759939453711,18.2749,18.274892,0.0010939453711,7.99999999756551E-06,0.001101945371097,-0.001101945371097,18
1206,18.2834387099049,18.2826,18.282583,0.000838709904901,1.69999999997117E-05,0.000855709904901,-0.000855709904901,18
1209,18.2908783061724,18.29,18.290021,0.0008783061724,2.10000000002708E-05,0.000857306172399,-0.000857306172399,18
1212,18.2983127377615,18.2975,18.297453,0.0008127377615,4.6999999998576E-05,0.000859737761498,-0.000859737761498,18
1215,18.3057420082577,18.3049,18.304881,0.000842008257699,1.89999999982149E-05,0.000861008257697,-0.000861008257697,18
1218,18.3131661212436,18.3123,18.312303,0.0008661212436,2.99999999953116E-06,0.000863121243601,-0.000863121243601,18
1221,18.3205850803,18.3197,18.31972,0.000885080299998,1.99999999992428E-05,0.000865080299999,-0.000865080299999,18
1224,18.3279988890046,18.3271,18.327132,0.000898889004599,3.19999999973675E-05,0.000866889004602,-0.000866889004602,18
1227,18.3354075509329,18.3345,18.334539,0.000907550932901,3.90000000010104E-05,0.0008685509329,-0.0008685509329,18
1230,18.3428110696579,18.3419,18.34194,0.000911069657899,4.00000000020384E-05,0.000871069657897,-0.000871069657897,18
1233,18.3315648206508,18.3313,18.33132,0.000264820650802,2.00000000027956E-05,0.000244820650799,-0.000244820650799,18
1236,18.3203263789571,18.3201,18.320085,0.000226378957098,1.50000000012085E-05,0.000241378957099,-0.000241378957099,18
1239,18.3090957391569,18.3089,18.308858,0.000195739156897,4.20000000005416E-05,0.000237739156898,-0.000237739156898,18
1242,18.2978728958338,18.2976,18.297639,0.000272895833803,3.90000000010104E-05,0.000233895833802,-0.000233895833802,18
1245,18.2866578435755,18.2864,18.286428,0.000257843575501,2.80000000003611E-05,0.0002298435755,-0.0002298435755,18
1248,18.2754505769734,18.2752,18.275225,0.0002505769734,2.49999999972772E-05,0.000225576973403,-0.000225576973403,18
1251,18.2642510906225,18.264,18.264029,0.000251090622502,2.9000000001389E-05,0.000222090622501,-0.000222090622501,18
1254,18.2530593791215,18.2528,18.252842,0.000259379121498,4.20000000005416E-05,0.000217379121498,-0.000217379121498,18
1257,18.2418754370732,18.2417,18.241662,0.000175437073199,3.79999999999825E-05,0.000213437073199,-0.000213437073199,18
1260,18.2306992590838,18.2305,18.230489,0.0001992590838,1.10000000006494E-05,0.000210259083801,-0.000210259083801,18
1263,18.2195308397634,18.2193,18.219325,0.0002308397634,2.50000000008299E-05,0.000205839763399,-0.000205839763399,18
1266,18.2083701737259,18.2082,18.208168,0.000170173725898,3.20000000009202E-05,0.000202173725899,-0.000202173725899,18
1269,18.1972172555887,18.197,18.197019,0.000217255588701,1.90000000017676E-05,0.0001982555887,-0.0001982555887,18
1272,18.1860720799733,18.1859,18.185878,0.0001720799733,2.20000000012988E-05,0.000194079973301,-0.000194079973301,18
1275,18.1749346415045,18.1747,18.174744,0.000234641504498,4.39999999990448E-05,0.000190641504499,-0.000190641504499,18
1278,18.1638049348113,18.1636,18.163618,0.0002049348113,1.80000000007396E-05,0.0001869348113,-0.0001869348113,18
1281,18.152682954526,18.1525,18.1525,0.000182954526,0,0.000182954526,-0.000182954526,18
1284,18.1415686952848,18.1414,18.14139,0.000168695284799,9.99999999962142E-06,0.000178695284799,-0.000178695284799,18
1287,18.1304621517277,18.1303,18.130287,0.0001621517277,1.29999999991526E-05,0.000175151727699,-0.000175151727699,18
1290,18.1193633184985,18.1192,18.119192,0.000163318498501,7.99999999756551E-06,0.000171318498499,-0.000171318498499,18
1293,18.1082721902443,18.1081,18.108105,0.000172190244299,4.99999999803435E-06,0.000167190244301,-0.000167190244301,18
1296,18.0971887616163,18.097,18.097025,0.0001887616163,2.49999999972772E-05,0.000163761616303,-0.000163761616303,18
1299,18.0861130272694,18.086,18.085953,0.0001130272694,4.6999999998576E-05,0.000160027269398,-0.000160027269398,18
1302,18.0750449818621,18.0749,18.074889,0.0001449818621,1.10000000006494E-05,0.0001559818621,-0.0001559818621,18
1305,18.0639846200565,18.0638,18.063833,0.000184620056501,3.29999999983954E-05,0.000151620056503,-0.000151620056503,18
1308,18.0529319365186,18.0528,18.052784,0.000131936518599,1.60000000022364E-05,0.000147936518601,-0.000147936518601,18
1311,18.0418869259181,18.0417,18.041742,0.000186925918101,4.20000000005416E-05,0.0001449259181,-0.0001449259181,18
1314,18.0308495829282,18.0307,18.030709,0.000149582928202,9.00000000214618E-06,0.0001405829282,-0.0001405829282,18
1317,18.0198199022259,18.0197,18.019683,0.000119902225901,1.69999999997117E-05,0.000136902225901,-0.000136902225901,18
1320,18.0087978784921,18.0087,18.008665,9.78784920988574E-05,3.50000000004513E-05,0.000132878492099,-0.000132878492099,18
1323,17.9977835064112,17.9977,17.997654,8.35064111974759E-05,4.60000000011007E-05,0.000129506411199,-0.000129506411199,18
1326,17.9867767806712,17.9867,17.986651,7.67806712005381E-05,4.90000000006319E-05,0.000125780671201,-0.000125780671201,18
1329,17.975777695964,17.9757,17.975656,7.76959639985364E-05,4.39999999990448E-05,0.000121695963998,-0.000121695963998,18
1332,17.964786246985,17.9647,17.964668,8.62469849991498E-05,3.20000000009202E-05,0.000118246985,-0.000118246985,18
1335,17.9538024284334,17.9537,17.953688,0.000102428433397,1.20000000016773E-05,0.000114428433399,-0.000114428433399,18
1338,17.942826235012,17.9427,17.942716,0.000126235012001,1.60000000022364E-05,0.000110235011999,-0.000110235011999,18
1341,17.9318576614273,17.9318,17.931751,5.76614273022358E-05,4.90000000006319E-05,0.000106661427303,-0.000106661427303,18
1344,17.9208967023897,17.9208,17.920794,9.67023897011643E-05,5.99999999906231E-06,0.0001027023897,-0.0001027023897,18
1347,17.9099433526129,17.9098,17.909844,0.000143352612898,4.39999999990448E-05,9.93526128993949E-05,-9.93526128993949E-05,18
1350,17.8989976068143,17.8989,17.898902,9.76068143003772E-05,1.9999999985032E-06,9.5606814301874E-05,-9.5606814301874E-05,18
1353,17.8880594597154,17.888,17.887968,5.94597153984466E-05,3.20000000009202E-05,9.14597153993668E-05,-9.14597153993668E-05,18
1356,17.8771289060409,17.877,17.877041,0.000128906040903,4.09999999995137E-05,8.79060409033627E-05,-8.79060409033627E-05,18
1359,17.8662059405193,17.8661,17.866122,0.000105940519301,2.20000000012988E-05,8.39405192998299E-05,-8.39405192998299E-05,18
1362,17.8552905578829,17.8552,17.85521,9.05578828991338E-05,9.99999999962142E-06,8.05578828995124E-05,-8.05578828995124E-05,18
1365,17.8443827528675,17.8443,17.844306,8.27528674989253E-05,5.99999999906231E-06,7.6752867499863E-05,-7.6752867499863E-05,18
1368,17.8334825202127,17.8334,17.833409,8.25202127003877E-05,8.99999999859347E-06,7.35202127017942E-05,-7.35202127017942E-05,18
1371,17.8225898546614,17.8225,17.82252,8.9854661396771E-05,1.99999999992428E-05,6.98546613975282E-05,-6.98546613975282E-05,18
1374,17.8117047509606,17.8116,17.811639,0.000104750960602,3.90000000010104E-05,6.57509606014628E-05,-6.57509606014628E-05,18
1377,17.8008272038609,17.8008,17.800765,2.72038609026026E-05,3.50000000004513E-05,6.2203860903054E-05,-6.2203860903054E-05,18
1380,17.7899572081161,17.7899,17.789899,5.72081161003268E-05,1.00000000102796E-06,5.82081161013548E-05,-5.82081161013548E-05,18
1383,17.779094758484,17.779,17.77904,9.47584839998683E-05,3.99999999984857E-05,5.47584840013826E-05,-5.47584840013826E-05,18
1386,17.768239849726,17.7682,17.768189,3.98497260007957E-05,1.10000000006494E-05,5.08497260014451E-05,-5.08497260014451E-05,18
1389,17.7573924766072,17.7573,17.757345,9.24766072003536E-05,4.50000000000728E-05,4.74766072002808E-05,-4.74766072002808E-05,18
1392,17.7465526338961,17.7465,17.746509,5.26338961002182E-05,8.99999999859347E-06,4.36338961016247E-05,-4.36338961016247E-05,18
1395,17.7357203163651,17.7357,17.73568,2.03163650986937E-05,2.00000000027956E-05,4.03163651014893E-05,-4.03163651014893E-05,18
1398,17.7248955187902,17.7249,17.724859,4.48120980323097E-06,4.10000000030664E-05,3.65187901998354E-05,-3.65187901998354E-05,18
1401,17.7140782359506,17.714,17.714046,7.82359505997476E-05,4.60000000011007E-05,3.22359505986469E-05,-3.22359505986469E-05,18
1404,17.7032684626298,17.7032,17.703239,6.84626298017577E-05,3.90000000010104E-05,2.94626298007472E-05,-2.94626298007472E-05,18
1407,17.6924661936144,17.6924,17.692441,6.61936144012998E-05,4.09999999995137E-05,2.51936144017861E-05,-2.51936144017861E-05,18
1410,17.6816714236949,17.6816,17.68165,7.14236949015401E-05,5.00000000016598E-05,2.14236948998803E-05,-2.14236948998803E-05,18
