time,20sim,cohla,delta,abs-delta,HeaterState-20sim,HeaterState-CoHLA,target
1878,17.7605387123598,17.75918,-0.001358712359799,0.001358712359799,1,1,18
1881,17.7683386960866,17.766981,-0.0013576960866,0.0013576960866,1,1,18
1884,17.7761332667653,17.774776,-0.0013572667653,0.0013572667653,1,1,18
1887,17.7839224281523,17.782566,-0.001356428152302,0.001356428152302,1,1,18
1890,17.7914468125229,17.790351,-0.001095812522898,0.001095812522898,1,1,18
1893,17.7994845380645,17.79813,-0.001354538064501,0.001354538064501,1,1,18
1896,17.8072574940897,17.805904,-0.001353494089702,0.001353494089702,1,1,18
1899,17.8150250558234,17.813673,-0.0013520558234,0.0013520558234,1,1,18
1902,17.8227872270092,17.821436,-0.001351227009202,0.001351227009202,1,1,18
1905,17.8305440113879,17.829194,-0.001350011387899,0.001350011387899,1,1,18
1908,17.8382954126981,17.836946,-0.001349412698097,0.001349412698097,1,1,18
1911,17.8460414346753,17.844693,-0.0013484346753,0.0013484346753,1,1,18
1914,17.8537820810528,17.852434,-0.0013480810528,0.0013480810528,1,1,18
1917,17.8615173555611,17.860171,-0.0013463555611,0.0013463555611,1,1,18
1920,17.86898968483,17.867902,-0.001087684830001,0.001087684830001,1,1,18
1923,17.8769718038795,17.875627,-0.001344803879498,0.001344803879498,1,1,18
1926,17.8846909851376,17.883347,-0.001343985137598,0.001343985137598,1,1,18
1929,17.8924048094231,17.891062,-0.001342809423097,0.001342809423097,1,1,18
1932,17.9001132804535,17.898771,-0.0013422804535,0.0013422804535,1,1,18
1935,17.9078164019436,17.906475,-0.001341401943598,0.001341401943598,1,1,18
1938,17.9155141776062,17.914174,-0.001340177606203,0.001340177606203,1,1,18
1941,17.9232066111513,17.921867,-0.001339611151302,0.001339611151302,1,1,18
1944,17.9308937062859,17.929555,-0.0013387062859,0.0013387062859,1,1,18
1947,17.9385754667148,17.937238,-0.001337466714798,0.001337466714798,1,1,18
1950,17.9459961010089,17.944915,-0.0010811010089,0.0010811010089,1,1,18
1953,17.9539229982622,17.952587,-0.001335998262199,0.001335998262199,1,1,18
1956,17.9615887767773,17.960254,-0.001334776777302,0.001334776777302,1,1,18
1959,17.9692492353802,17.967916,-0.001333235380201,0.001333235380201,1,1,18
1962,17.9769043777627,17.975572,-0.001332377762701,0.001332377762701,1,1,18
1965,17.9845542076143,17.983222,-0.001332207614297,0.001332207614297,1,1,18
1968,17.9921987286218,17.990868,-0.001330728621802,0.001330728621802,1,1,18
1971,17.9998379444694,17.998508,-0.001329944469401,0.001329944469401,1,1,18
1974,18.0074718588388,18.006143,-0.0013288588388,0.0013288588388,1,1,18
1977,18.015100475409,18.013772,-0.001328475409,0.001328475409,1,1,18
1980,18.0224697723638,18.021397,-0.001072772363798,0.001072772363798,1,1,18
1983,18.0303418298559,18.029016,-0.001325829855901,0.001325829855901,1,1,18
1986,18.0379545750781,18.036629,-0.001325575078099,0.001325575078099,1,1,18
1989,18.0455620371922,18.044238,-0.001324037192202,0.001324037192202,1,1,18
1992,18.0531642198645,18.051841,-0.001323219864499,0.001323219864499,1,1,18
1995,18.0607611267588,18.059439,-0.001322126758797,0.001322126758797,1,1,18
1998,18.0683527615368,18.067031,-0.001321761536801,0.001321761536801,1,1,18
2001,18.0759391278568,18.074618,-0.001321127856798,0.001321127856798,1,1,18
2004,18.0835202293754,18.0822,-0.001320229375398,0.001320229375398,1,1,18
2007,18.091096069746,18.089777,-0.001319069746,0.001319069746,1,1,18
2010,18.098414384523,18.097349,-0.001065384522999,0.001065384522999,1,1,18
2013,18.1062319816452,18.104915,-0.001316981645203,0.001316981645203,1,1,18
2016,18.1137920604686,18.112476,-0.0013160604686,0.0013160604686,1,1,18
2019,18.1213468927337,18.120032,-0.001314892733703,0.001314892733703,1,1,18
2022,18.128896482081,18.127582,-0.001314482081,0.001314482081,1,1,18
2025,18.1364408321494,18.135127,-0.0013138321494,0.0013138321494,1,1,18
2028,18.1439799465746,18.142667,-0.0013129465746,0.0013129465746,1,1,18
2031,18.1515138289903,18.150202,-0.0013118289903,0.0013118289903,1,1,18
2034,18.1590424830272,18.157732,-0.001310483027201,0.001310483027201,1,1,18
2037,18.1665659123137,18.165256,-0.001309912313701,0.001309912313701,1,1,18
2040,18.173833597617,18.172775,-0.001058597617,0.001058597617,1,1,18
2043,18.1815971111369,18.180289,-0.0013081111369,0.0013081111369,1,1,18
2046,18.1891048879176,18.187798,-0.0013068879176,0.0013068879176,1,1,18
2049,18.1966074544366,18.195301,-0.001306454436598,0.001306454436598,1,1,18
2052,18.2041048143095,18.2028,-0.001304814309499,0.001304814309499,1,1,18
2055,18.2115969711497,18.210293,-0.001303971149699,0.001303971149699,1,1,18
2058,18.219083928568,18.21778,-0.001303928567999,0.001303928567999,1,1,18
2061,18.2265656901725,18.225263,-0.001302690172501,0.001302690172501,1,1,18
2064,18.2340422595693,18.232741,-0.001301259569299,0.001301259569299,1,1,18
2067,18.2415136403616,18.240213,-0.001300640361599,0.001300640361599,1,1,18
2070,18.2487310464555,18.24768,-0.001051046455501,0.001051046455501,1,1,18
2073,18.2564408505334,18.255142,-0.001298850533402,0.001298850533402,1,1,18
2076,18.2638966871069,18.262599,-0.001297687106899,0.001297687106899,1,1,18
2079,18.2713473494642,18.27005,-0.001297349464199,0.001297349464199,1,1,18
2082,18.278792841196,18.277497,-0.001295841196001,0.001295841196001,1,1,18
2085,18.2862331658905,18.284938,-0.0012951658905,0.0012951658905,1,1,18
2088,18.2936683271337,18.292374,-0.001294327133703,0.001294327133703,1,1,18
2091,18.3010983285089,18.299805,-0.001293328508901,0.001293328508901,1,1,18
2094,18.3085231735971,18.307231,-0.001292173597097,0.001292173597097,1,1,18
2097,18.3159428659763,18.314651,-0.001291865976299,0.001291865976299,1,1,18
2100,18.3231103407016,18.322067,-0.0010433407016,0.0010433407016,1,0,18
2103,18.3115073771235,18.31146,-4.73771235007803E-05,4.73771235007803E-05,0,0,18
2106,18.3002866250353,18.300239,-4.76250353003138E-05,4.76250353003138E-05,0,0,18
2109,18.289073659947,18.289026,-4.76599470005112E-05,4.76599470005112E-05,0,0,18
2112,18.2778684764544,18.277821,-4.74764544016182E-05,4.74764544016182E-05,0,0,18
2115,18.2666710691574,18.266623,-4.80691574011871E-05,4.80691574011871E-05,0,0,18
2118,18.2554814326595,18.255434,-4.7432659499691E-05,4.7432659499691E-05,0,0,18
2121,18.2442995615678,18.244252,-4.75615678006136E-05,4.75615678006136E-05,0,0,18
2124,18.2331254504934,18.233078,-4.74504934011577E-05,4.74504934011577E-05,0,0,18
2127,18.2219590940506,18.221912,-4.70940506005491E-05,4.70940506005491E-05,0,0,18
2130,18.2111723156389,18.210753,-0.000419315638901,0.000419315638901,0,0,18
2133,18.1996496235379,18.199602,-4.76235379025525E-05,4.76235379025525E-05,0,0,18
2136,18.1885064987163,18.188459,-4.74987162988327E-05,4.74987162988327E-05,0,0,18
2139,18.1773711070226,18.177324,-4.71070226026882E-05,4.71070226026882E-05,0,0,18
2142,18.1662434430902,18.166196,-4.74430901995504E-05,4.74430901995504E-05,0,0,18
2145,18.1551235015561,18.155076,-4.75015561001158E-05,4.75015561001158E-05,0,0,18
2148,18.1440112770613,18.143964,-4.72770612987006E-05,4.72770612987006E-05,0,0,18
2151,18.1329067642502,18.132859,-4.77642502012543E-05,4.77642502012543E-05,0,0,18
2154,18.1218099577709,18.121763,-4.69577708983593E-05,4.69577708983593E-05,0,0,18
2157,18.1107208522756,18.110674,-4.68522755987522E-05,4.68522755987522E-05,0,0,18
2160,18.1000086988193,18.099592,-0.000416698819297,0.000416698819297,0,0,18
2163,18.0885657228627,18.088519,-4.67228626988003E-05,4.67228626988003E-05,0,0,18
2166,18.0774996882678,18.077453,-4.66882678011871E-05,4.66882678011871E-05,0,0,18
2169,18.0664413333015,18.066394,-4.73333015023059E-05,4.73333015023059E-05,0,0,18
2172,18.0553906526344,18.055344,-4.66526343991802E-05,4.66526343991802E-05,0,0,18
2175,18.0443476409406,18.044301,-4.66409405994739E-05,4.66409405994739E-05,0,0,18
2178,18.0333122928981,18.033265,-4.72928980990162E-05,4.72928980990162E-05,0,0,18
2181,18.0222846031884,18.022238,-4.66031883981088E-05,4.66031883981088E-05,0,0,18
2184,18.0112645664967,18.011218,-4.65664966995405E-05,4.65664966995405E-05,0,0,18
2187,18.000252177512,18.000205,-4.7177511998342E-05,4.7177511998342E-05,0,0,18
2190,17.9896141327417,17.989201,-0.000413132741699,0.000413132741699,0,0,18
2193,17.9782503214379,17.978203,-4.73214379006492E-05,4.73214379006492E-05,0,0,18
2196,17.9672608437449,17.967214,-4.68437449008263E-05,4.68437449008263E-05,0,0,18
2199,17.9562789925513,17.956232,-4.69925513009173E-05,4.69925513009173E-05,0,0,18
2202,17.9453047625648,17.945258,-4.67625647999626E-05,4.67625647999626E-05,0,0,18
2205,17.9343381484964,17.934291,-4.71484963995295E-05,4.71484963995295E-05,0,0,18
2208,17.9233791450606,17.923332,-4.71450606021051E-05,4.71450606021051E-05,0,0,18
2211,17.9124277469758,17.912381,-4.67469758014261E-05,4.67469758014261E-05,0,0,18
2214,17.9014839489641,17.901437,-4.69489640977372E-05,4.69489640977372E-05,0,0,18
2217,17.890547745751,17.890501,-4.67457509998326E-05,4.67457509998326E-05,0,0,18
2220,17.8799832969687,17.879573,-0.000410296968699,0.000410296968699,0,0,18
2223,17.8686981026422,17.868652,-4.61026421980648E-05,4.61026421980648E-05,0,0,18
2226,17.857784652216,17.857738,-4.6652215999643E-05,4.6652215999643E-05,0,0,18
2229,17.8468787755281,17.846832,-4.67755281015059E-05,4.67755281015059E-05,0,0,18
2232,17.835980467322,17.835934,-4.64673219973122E-05,4.64673219973122E-05,0,0,18
2235,17.8250897223455,17.825043,-4.67223454982957E-05,4.67223454982957E-05,0,0,18
2238,17.8142065353499,17.81416,-4.65353498988463E-05,4.65353498988463E-05,0,0,18
2241,17.8033309010901,17.803285,-4.59010901003865E-05,4.59010901003865E-05,0,0,18
2244,17.7924628143247,17.792417,-4.58143247001885E-05,4.58143247001885E-05,0,0,18
2247,17.7816022698157,17.781556,-4.62698157015495E-05,4.62698157015495E-05,0,0,18
2250,17.7711109078706,17.770703,-0.000407907870599,0.000407907870599,0,0,18
2253,17.759903786634,17.759858,-4.57866339971247E-05,4.57866339971247E-05,0,0,18
2256,17.7490658375038,17.74902,-4.58375037979408E-05,4.58375037979408E-05,0,0,18
2259,17.7382354097152,17.738189,-4.64097152033105E-05,4.64097152033105E-05,0,0,18
2262,17.7274124980486,17.727366,-4.6498048600796E-05,4.6498048600796E-05,0,0,18
2265,17.7165970972877,17.716551,-4.60972877007748E-05,4.60972877007748E-05,0,0,18
2268,17.7057892022203,17.705743,-4.62022203002732E-05,4.62022203002732E-05,0,0,18
2271,17.6949888076374,17.694943,-4.58076374023619E-05,4.58076374023619E-05,0,0,18
2274,17.6841959083337,17.68415,-4.59083336998845E-05,4.59083336998845E-05,0,0,18
2277,17.6734104991078,17.673365,-4.54991077987188E-05,4.54991077987188E-05,0,0,18
2280,17.6629917183716,17.662587,-0.000404718371602,0.000404718371602,0,1,18
2283,17.6711215598871,17.669834,-0.0012875598871,0.0012875598871,1,1,18
2286,17.6789835975075,17.677696,-0.001287597507499,0.001287597507499,1,1,18
2289,17.6868401790155,17.685554,-0.001286179015501,0.001286179015501,1,1,18
2292,17.6946913081974,17.693406,-0.001285308197399,0.001285308197399,1,1,18
2295,17.7025369888371,17.701253,-0.001283988837098,0.001283988837098,1,1,18
2298,17.7103772247156,17.709094,-0.0012832247156,0.0012832247156,1,1,18
2301,17.7182120196117,17.716929,-0.001283019611698,0.001283019611698,1,1,18
2304,17.726041377301,17.72476,-0.001281377301002,0.001281377301002,1,1,18
2307,17.7338653015574,17.732584,-0.001281301557402,0.001281301557402,1,1,18
2310,17.7414232671028,17.740404,-0.001019267102798,0.001019267102798,1,1,18
2313,17.7494968648504,17.748218,-0.001278864850399,0.001278864850399,1,1,18
2316,17.7573045114208,17.756026,-0.0012785114208,0.0012785114208,1,1,18
2319,17.765106739625,17.763829,-0.001277739624999,0.001277739624999,1,1,18
2322,17.7729035532233,17.771627,-0.001276553223303,0.001276553223303,1,1,18
2325,17.7806949559733,17.779419,-0.001275955973298,0.001275955973298,1,1,18
2328,17.7884809516303,17.787206,-0.0012749516303,0.0012749516303,1,1,18
2331,17.7962615439464,17.794988,-0.0012735439464,0.0012735439464,1,1,18
2334,17.8040367366714,17.802764,-0.0012727366714,0.0012727366714,1,1,18
2337,17.811806533553,17.810535,-0.001271533552998,0.001271533552998,1,1,18
2340,17.8193122116757,17.8183,-0.0010122116757,0.0010122116757,1,1,18
2343,17.8273299547605,17.82606,-0.001269954760502,0.001269954760502,1,1,18
2346,17.8350835865679,17.833814,-0.001269586567901,0.001269586567901,1,1,18
2349,17.8428318374945,17.841563,-0.0012688374945,0.0012688374945,1,1,18
2352,17.8505747112745,17.849307,-0.001267711274501,0.001267711274501,1,1,18
2355,17.8583122116397,17.857046,-0.001266211639699,0.001266211639699,1,1,18
2358,17.866044342319,17.864779,-0.001265342319002,0.001265342319002,1,1,18
2361,17.8737711070388,17.872506,-0.001265107038797,0.001265107038797,1,1,18
2364,17.8814925095229,17.880228,-0.001264509522901,0.001264509522901,1,1,18
2367,17.8892085534928,17.887945,-0.001263553492802,0.001263553492802,1,1,18
2370,17.8966623059272,17.895657,-0.001005305927201,0.001005305927201,1,1,18
2373,17.9046245807622,17.903363,-0.001261580762201,0.001261580762201,1,1,18
2376,17.9123245714913,17.911064,-0.001260571491301,0.001260571491301,1,1,18
2379,17.9200192185654,17.91876,-0.001259218565401,0.001259218565401,1,1,18
2382,17.927708525693,17.92645,-0.001258525693,0.001258525693,1,1,18
2385,17.9353924965799,17.934135,-0.0012574965799,0.0012574965799,1,1,18
2388,17.9430711349295,17.941814,-0.001257134929499,0.001257134929499,1,1,18
2391,17.9507444444424,17.949488,-0.001256444442401,0.001256444442401,1,1,18
2394,17.9584124288165,17.957157,-0.001255428816503,0.001255428816503,1,1,18
2397,17.9660750917477,17.964821,-0.0012540917477,0.0012540917477,1,1,18
2400,17.9734772777254,17.972479,-0.000998277725401,0.000998277725401,1,1,18
2403,17.9813844680502,17.980132,-0.0012524680502,0.0012524680502,1,1,18
2406,17.9890311887999,17.987779,-0.001252188799899,0.001252188799899,1,1,18
2409,17.996672602863,17.995422,-0.001250602862999,0.001250602862999,1,1,18
2412,18.0043087139225,18.003059,-0.001249713922501,0.001249713922501,1,1,18
2415,18.0119395256584,18.01069,-0.001249525658398,0.001249525658398,1,1,18
2418,18.0195650417481,18.018317,-0.001248041748099,0.001248041748099,1,1,18
2421,18.0271852658672,18.025938,-0.0012472658672,0.0012472658672,1,1,18
2424,18.0348002016881,18.033554,-0.001246201688101,0.001246201688101,1,1,18
2427,18.0424098528804,18.041164,-0.001245852880402,0.001245852880402,1,1,18
2430,18.0497608291478,18.048769,-0.0009918291478,0.0009918291478,1,1,18
2433,18.0576133160475,18.056369,-0.001244316047501,0.001244316047501,1,1,18
2436,18.0652071353493,18.063964,-0.001243135349302,0.001243135349302,1,1,18
2439,18.0727956846774,18.071553,-0.001242684677397,0.001242684677397,1,1,18
2442,18.0803789676889,18.079138,-0.001240967688901,0.001240967688901,1,1,18
2445,18.0879569880386,18.086716,-0.0012409880386,0.0012409880386,1,1,18
2448,18.0955297493786,18.09429,-0.001239749378598,0.001239749378598,1,1,18
2451,18.1030972553584,18.101858,-0.001239255358399,0.001239255358399,1,1,18
2454,18.1106595096255,18.109421,-0.001238509625498,0.001238509625498,1,1,18
2457,18.1182165158243,18.116979,-0.0012375158243,0.0012375158243,1,1,18
2460,18.1255166366595,18.124532,-0.000984636659503,0.000984636659503,1,1,18
2463,18.1333147985828,18.132079,-0.001235798582798,0.001235798582798,1,1,18
2466,18.1408560824192,18.139621,-0.001235082419203,0.001235082419203,1,1,18
2469,18.1483921327402,18.147158,-0.001234132740198,0.001234132740198,1,1,18
2472,18.155922953178,18.15469,-0.001232953178,0.001232953178,1,1,18
2475,18.1634485473622,18.162217,-0.001231547362202,0.001231547362202,1,1,18
2478,18.1709689189195,18.169738,-0.0012309189195,0.0012309189195,1,1,18
2481,18.1784840714744,18.177254,-0.001230071474399,0.001230071474399,1,1,18
2484,18.1859940086486,18.184765,-0.0012290086486,0.0012290086486,1,1,18
2487,18.1934987340618,18.19227,-0.001228734061801,0.001228734061801,1,1,18
2490,18.2007483512926,18.199771,-0.000977351292601,0.000977351292601,1,1,18
2493,18.2084925640697,18.207266,-0.0012265640697,0.0012265640697,1,1,18
2496,18.2159816758906,18.214756,-0.001225675890598,0.001225675890598,1,1,18
2499,18.2234655904028,18.22224,-0.0012255904028,0.0012255904028,1,1,18
2502,18.230944311213,18.22972,-0.001224311213001,0.001224311213001,1,1,18
2505,18.2384178419258,18.237194,-0.0012238419258,0.0012238419258,1,1,18
2508,18.2458861861427,18.244664,-0.001222186142702,0.001222186142702,1,1,18
2511,18.2533493474633,18.252128,-0.0012213474633,0.0012213474633,1,1,18
2514,18.2608073294843,18.259586,-0.001221329484302,0.001221329484302,1,1,18
2517,18.2682601358002,18.26704,-0.0012201358002,0.0012201358002,1,1,18
2520,18.2754595988198,18.274489,-0.000970598819801,0.000970598819801,1,1,18
2523,18.2638908058951,18.281932,0.0180411941049,0.0180411941049,0,1,18
2526,18.2527030988499,18.28937,0.036666901150102,0.036666901150102,0,1,18
2529,18.2415231558717,18.296803,0.0552798441283,0.0552798441283,0,1,18
2532,18.2303509715728,18.304231,0.073880028427201,0.073880028427201,0,1,18
2535,18.2191865405685,18.311653,0.092466459431499,0.092466459431499,0,1,18
2538,18.2080298574783,18.319071,0.1110411425217,0.1110411425217,0,1,18
2541,18.1968809169251,18.326483,0.1296020830749,0.1296020830749,0,1,18
2544,18.185739713536,18.333891,0.148151286464,0.148151286464,0,1,18
2547,18.1746062419414,18.341293,0.166686758058599,0.166686758058599,0,1,18
2550,18.163851230523,18.34869,0.184838769477,0.184838769477,0,0,18
2553,18.1523624726765,18.338064,0.185701527323499,0.185701527323499,0,0,18
2556,18.1412521642861,18.326825,0.185572835713899,0.185572835713899,0,0,18
2559,18.1301495662496,18.315594,0.185444433750401,0.185444433750401,0,0,18
2562,18.119054673216,18.30437,0.185315326784,0.185315326784,0,0,18
2565,18.1079674798385,18.293154,0.185186520161501,0.185186520161501,0,0,18
2568,18.0968879807733,18.281946,0.185058019226702,0.185058019226702,0,0,18
2571,18.0858161706812,18.270746,0.184929829318801,0.184929829318801,0,0,18
2574,18.0747520442259,18.259553,0.184800955774101,0.184800955774101,0,0,18
2577,18.0636955960751,18.248369,0.184673403924901,0.184673403924901,0,0,18
2580,18.053014989842,18.237192,0.184177010157999,0.184177010157999,0,0,18
2583,18.0416057133762,18.226023,0.184417286623802,0.184417286623802,0,0,18
2586,18.0305722681821,18.214861,0.184288731817897,0.184288731817897,0,0,18
2589,18.0195464800003,18.203708,0.184161519999698,0.184161519999698,0,0,18
2592,18.0085283435169,18.192562,0.184033656483098,0.184033656483098,0,0,18
2595,17.9975178534218,18.181423,0.183905146578198,0.183905146578198,0,0,18
2598,17.9865150044085,18.170293,0.183777995591502,0.183777995591502,0,0,18
2601,17.9755197911743,18.15917,0.1836502088257,0.1836502088257,0,0,18
2604,17.9645322084201,18.148055,0.1835227915799,0.1835227915799,0,0,18
2607,17.9535522508504,18.136948,0.1833957491496,0.1833957491496,0,0,18
2610,17.9429455350536,18.125848,0.182902464946402,0.182902464946402,0,0,18
2613,17.9316151901012,18.114756,0.183140809898799,0.183140809898799,0,0,18
2616,17.9206580763495,18.103672,0.183013923650499,0.183013923650499,0,0,18
2619,17.9097085666374,18.092596,0.182887433362602,0.182887433362602,0,0,18
2622,17.8987666556879,18.081527,0.182760344312101,0.182760344312101,0,0,18
2625,17.8878323382274,18.070466,0.182633661772599,0.182633661772599,0,0,18
2628,17.8769056089866,18.059412,0.182506391013398,0.182506391013398,0,0,18
2631,17.8659864626989,18.048366,0.182379537301102,0.182379537301102,0,0,18
2634,17.8550748941023,18.037328,0.182253105897697,0.182253105897697,0,0,18
2637,17.8441708979377,18.026298,0.182127102062299,0.182127102062299,0,0,18
2640,17.8336375613892,18.015275,0.1816374386108,0.1816374386108,0,0,18
2643,17.8223856018875,18.00426,0.181874398112498,0.181874398112498,0,0,18
2646,17.8115042915031,17.993252,0.1817477084969,0.1817477084969,0,0,18
2649,17.8006305325519,17.982252,0.1816214674481,0.1816214674481,0,0,18
2652,17.7897643197936,17.97126,0.1814956802064,0.1814956802064,0,0,18
2655,17.7789056479913,17.960275,0.181369352008698,0.181369352008698,0,0,18
2658,17.7680545119117,17.949298,0.181243488088299,0.181243488088299,0,0,18
2661,17.7572109063253,17.938329,0.181118093674698,0.181118093674698,0,0,18
2664,17.7463748260056,17.927367,0.180992173994401,0.180992173994401,0,0,18
2667,17.7355462657307,17.916413,0.180866734269298,0.180866734269298,0,0,18
2670,17.7250858007793,17.905467,0.180381199220701,0.180381199220701,0,0,18
2673,17.733171114229,17.894528,0.161356885771003,0.161356885771003,1,0,18
2676,17.7409900905761,17.883596,0.142605909423899,0.142605909423899,1,0,18
2679,17.7488036406945,17.872672,0.123868359305501,0.123868359305501,1,0,18
2682,17.7566117683497,17.861756,0.1051442316503,0.1051442316503,1,0,18
2685,17.7644144773052,17.850848,0.086433522694801,0.086433522694801,1,0,18
2688,17.7722117713212,17.839946,0.067734228678802,0.067734228678802,1,0,18
2691,17.7800036541553,17.829053,0.049049345844697,0.049049345844697,1,0,18
2694,17.7877901295632,17.818167,0.0303768704368,0.0303768704368,1,0,18
2697,17.7955712012974,17.807289,0.011717798702602,0.011717798702602,1,0,18
2700,17.8030877710068,17.796418,-0.006669771006802,0.006669771006802,1,0,18
2703,17.8111171487422,17.785555,-0.0255621487422,0.0255621487422,1,0,18
2706,17.8188820319451,17.774699,-0.044183031945103,0.044183031945103,1,0,18
2709,17.826641526459,17.763851,-0.062790526459001,0.062790526459001,1,0,18
2712,17.8343956360234,17.75301,-0.081385636023402,0.081385636023402,1,0,18
2715,17.8421443643754,17.742177,-0.099967364375399,0.099967364375399,1,0,18
2718,17.8498877152495,17.731351,-0.118536715249501,0.118536715249501,1,0,18
2721,17.8576256923776,17.720533,-0.1370926923776,0.1370926923776,1,0,18
2724,17.8653582994887,17.709722,-0.155636299488702,0.155636299488702,1,0,18
2727,17.8730855403099,17.698919,-0.174166540309901,0.174166540309901,1,0,18
2730,17.8805501089809,17.688124,-0.1924261089809,0.1924261089809,1,1,18
2733,17.8885239379759,17.695353,-0.1931709379759,0.1931709379759,1,1,18
2736,17.8962351022612,17.703198,-0.193037102261201,0.193037102261201,1,1,18
2739,17.9039409151373,17.711038,-0.192902915137303,0.192902915137303,1,1,18
2742,17.9116413803179,17.718872,-0.192769380317898,0.192769380317898,1,1,18
2745,17.9193365015146,17.726701,-0.192635501514602,0.192635501514602,1,1,18
2748,17.9270262824355,17.734524,-0.192502282435498,0.192502282435498,1,1,18
2751,17.934710726787,17.742342,-0.192368726786999,0.192368726786999,1,1,18
2754,17.9423898382724,17.750155,-0.192234838272402,0.192234838272402,1,1,18
2757,17.9500636205929,17.757962,-0.192101620592901,0.192101620592901,1,1,18
2760,17.9574765479783,17.765764,-0.191712547978298,0.191712547978298,1,1,18
2763,17.9653952125292,17.77356,-0.191835212529199,0.191835212529199,1,1,18
2766,17.9730530295344,17.781351,-0.191702029534397,0.191702029534397,1,1,18
2769,17.9807055321522,17.789137,-0.1915685321522,0.1915685321522,1,1,18
2772,17.988352724071,17.796917,-0.191435724070999,0.191435724070999,1,1,18
2775,17.9959946089765,17.804692,-0.1913026089765,0.1913026089765,1,1,18
2778,18.0036311905514,17.812461,-0.1911701905514,0.1911701905514,1,1,18
2781,18.0112624724762,17.820225,-0.1910374724762,0.1910374724762,1,1,18
2784,18.0188884584289,17.827984,-0.1909044584289,0.1909044584289,1,1,18
2787,18.0265091520847,17.835737,-0.190772152084698,0.190772152084698,1,1,18
2790,18.0338707954487,17.843485,-0.190385795448698,0.190385795448698,1,1,18
2793,18.0417346771938,17.851227,-0.1905076771938,0.1905076771938,1,1,18
2796,18.049339515985,17.858964,-0.190375515985,0.190375515985,1,1,18
2799,18.0569390771549,17.866696,-0.1902430771549,0.1902430771549,1,1,18
2802,18.0645333643665,17.874422,-0.190111364366501,0.190111364366501,1,1,18
2805,18.0721223812795,17.882143,-0.1899793812795,0.1899793812795,1,1,18
2808,18.0797061315513,17.889859,-0.1898471315513,0.1898471315513,1,1,18
2811,18.0872846188371,17.897569,-0.189715618837099,0.189715618837099,1,1,18
2814,18.0948578467893,17.905274,-0.189583846789301,0.189583846789301,1,1,18
2817,18.1024258190575,17.912973,-0.1894528190575,0.1894528190575,1,1,18
2820,18.1097365331924,17.920667,-0.189069533192399,0.189069533192399,1,1,18
2823,18.1175460111293,17.928356,-0.189190011129298,0.189190011129298,1,1,18
2826,18.1250982382201,17.93604,-0.189058238220102,0.189058238220102,1,1,18
2829,18.1326452242012,17.943718,-0.188927224201201,0.188927224201201,1,1,18
2832,18.1401869727101,17.951391,-0.1887959727101,0.1887959727101,1,1,18
2835,18.1477234873814,17.959058,-0.1886654873814,0.1886654873814,1,1,18
2838,18.1552547718471,17.966721,-0.188533771847101,0.188533771847101,1,1,18
2841,18.1627808297368,17.974378,-0.188402829736798,0.188402829736798,1,1,18
2844,18.1703016646781,17.982029,-0.188272664678099,0.188272664678099,1,1,18
2847,18.1778172802954,17.989675,-0.188142280295402,0.188142280295402,1,1,18
2850,18.1850774175394,17.997316,-0.187761417539399,0.187761417539399,1,1,18
2853,18.1928328680439,18.004952,-0.187880868043901,0.187880868043901,1,1,18
2856,18.2003328474117,18.012582,-0.187750847411703,0.187750847411703,1,1,18
2859,18.2078276219289,18.020207,-0.1876206219289,0.1876206219289,1,1,18
2862,18.2153171952076,18.027827,-0.187490195207602,0.187490195207602,1,1,18
2865,18.2228015708574,18.035442,-0.187359570857399,0.187359570857399,1,1,18
2868,18.2302807524853,18.043051,-0.187229752485301,0.187229752485301,1,1,18
2871,18.2377547436959,18.050655,-0.187099743695899,0.187099743695899,1,1,18
2874,18.245223548091,18.058254,-0.186969548091,0.186969548091,1,1,18
2877,18.2526871692705,18.065847,-0.1868401692705,0.1868401692705,1,1,18
2880,18.259897079524,18.073435,-0.186462079523999,0.186462079523999,1,1,18
2883,18.267598876368,18.081018,-0.186580876368001,0.186580876368001,1,1,18
2886,18.2750469694726,18.088595,-0.1864519694726,0.1864519694726,1,1,18
2889,18.2824898937346,18.096168,-0.186321893734601,0.186321893734601,1,1,18
2892,18.2899276527413,18.103735,-0.186192652741301,0.186192652741301,1,1,18
2895,18.2973602500771,18.111297,-0.186063250077101,0.186063250077101,1,1,18
2898,18.3047876893243,18.118853,-0.185934689324299,0.185934689324299,1,1,18
2901,18.3122099740623,18.126404,-0.185805974062298,0.185805974062298,1,1,18
2904,18.3196271078684,18.133951,-0.1856761078684,0.1856761078684,1,1,18
2907,18.3270390943172,18.141491,-0.185548094317202,0.185548094317202,1,1,18
2910,18.3341991250599,18.149027,-0.1851721250599,0.1851721250599,1,1,18
2913,18.3225882096432,18.156557,-0.166031209643201,0.166031209643201,0,1,18
2916,18.3113597676568,18.164083,-0.147276767656798,0.147276767656798,0,1,18
2919,18.3001391180068,18.171602,-0.1285371180068,0.1285371180068,0,1,18
2922,18.2889262552856,18.179117,-0.109809255285597,0.109809255285597,0,1,18
2925,18.2777211740892,18.186627,-0.0910941740892,0.0910941740892,0,1,18
2928,18.2665238690174,18.194131,-0.072392869017403,0.072392869017403,0,1,18
2931,18.2553343346738,18.20163,-0.0537043346738,0.0537043346738,0,1,18
