Time,ThermostatTargetTemperature,LivingroomTemperatureFault,LivingroomTemperatureBase
3150.2,20.5,16.737789,20.508576
3155.2,20.5,16.699698,20.529568
3160.2,20.5,16.661705,20.550504
3165.2,20.5,16.623813,20.571386
3170.2,20.5,16.58602,20.592213
3175.2,20.5,16.548325,20.612985
3180.1,20.5,16.548325,20.612985
3180.2,20.5,16.51073,20.633703
3185.2,20.5,16.473233,20.654367
3190.2,20.5,16.435834,20.674976
3195.2,20.5,16.398533,20.695532
3200.2,20.5,16.36133,20.716034
3205.2,20.5,16.324225,20.736482
3210.1,20.5,16.324225,20.736482
3210.2,20.5,16.287217,20.756876
3215.2,20.5,16.250305,20.777217
3220.2,20.5,16.213491,20.797505
3225.2,20.5,16.176773,20.817739
3230.2,20.5,16.140151,20.83792
3235.2,20.5,16.103625,20.858049
3240.1,20.5,16.103625,20.858049
3240.2,20.5,16.067194,20.878125
3245.2,20.5,16.030859,20.898148
3250.2,20.5,15.99462,20.918119
3255.2,20.5,15.958475,20.938037
3260.2,20.5,15.922425,20.957904
3265.2,20.5,15.88647,20.977718
3270.1,20.5,15.88647,20.977718
3270.2,20.5,15.850608,20.928539
3275.2,20.5,15.814841,20.879467
3280.2,20.5,15.779168,20.830523
3285.2,20.5,15.743587,20.781707
3290.2,20.5,15.7081,20.733019
3295.2,20.5,15.672707,20.684459
3300.1,20.5,15.672707,20.684459
3300.2,20.5,15.637405,20.636026
3305.2,20.5,15.602197,20.58772
3310.2,20.5,15.56708,20.539541
3315.2,20.5,15.532056,20.491487
3320.2,20.5,15.497123,20.44356
3325.2,20.5,15.462282,20.395758
3330.1,20.5,15.462282,20.395758
3330.2,20.5,15.427532,20.348082
3335.2,20.5,15.392873,20.30053
3340.2,20.5,15.358305,20.253103
3345.2,20.5,15.323828,20.2058
3350.2,20.5,15.289441,20.158622
3355.2,20.5,15.255144,20.111566
3360.1,20.5,15.255144,20.111566
3360.2,20.5,15.220937,20.064634
3365.2,20.5,15.186819,20.017826
3370.2,20.5,15.152791,19.971139
3375.2,20.5,15.118852,19.924575
3380.2,20.5,15.085002,19.878133
3385.2,20.5,15.051241,19.831813
3390.1,20.5,15.051241,19.831813
3390.2,20.5,15.017568,19.854555
3395.2,20.5,14.983984,19.87726
3400.2,20.5,14.950487,19.899906
3405.2,20.5,14.917078,19.922492
3410.2,20.5,14.883757,19.945019
3415.2,20.5,14.850523,19.967488
3420.1,20.5,14.850523,19.967488
3420.2,20.5,14.817376,19.989897
3425.2,20.5,14.784316,20.012248
3430.2,20.5,14.751343,20.03454
3435.2,20.5,14.718456,20.056773
3440.2,20.5,14.685655,20.078948
3445.2,20.5,14.65294,20.101066
3450.1,20.5,14.65294,20.101066
3450.2,20.5,14.620311,20.123125
3455.2,20.5,14.587767,20.145127
3460.2,20.5,14.555309,20.16707
3465.2,20.5,14.522935,20.188957
3470.2,20.5,14.490647,20.210786
3475.2,20.5,14.458443,20.232558
3480.1,20.5,14.458443,20.232558
3480.2,20.5,14.426323,20.254272
3485.2,20.5,14.394288,20.27593
3490.2,20.5,14.362336,20.297531
3495.2,20.5,14.330468,20.319076
3500.2,20.5,14.298684,20.340564
3505.2,20.5,14.266983,20.361996
3510.1,20.5,14.266983,20.361996
3510.2,20.5,14.235365,20.383371
3515.2,20.5,14.20383,20.404691
3520.2,20.5,14.172378,20.425955
3525.2,20.5,14.141008,20.447163
3530.2,20.5,14.10972,20.468315
3535.2,20.5,14.078514,20.489412
3540.1,20.5,14.078514,20.489412
3540.2,20.5,14.04739,20.510454
3545.2,20.5,14.016347,20.53144
3550.2,20.5,13.985386,20.552372
3555.2,20.5,13.954506,20.573249
3560.2,20.5,13.923707,20.594071
3565.2,20.5,13.892989,20.614838
3570.1,20.5,13.892989,20.614838
3570.2,20.5,13.862351,20.635551
3575.2,20.5,13.831793,20.65621
3580.2,20.5,13.801315,20.676815
3585.2,20.5,13.770918,20.697366
3590.2,20.5,13.740599,20.717863
3595.2,20.5,13.710361,20.738306
3600.1,20.5,13.710361,20.738306
