Time;ThermostatTargetTemperature;LivingroomTemperature;KitchenTemperature;HallTemperature
0.1;;16.999146;16.999503;16.998758
5;;16.961144;16.977399;16.943542
10;;16.922466;16.954880;16.887427
15;;16.883891;16.932397;16.831542
20;;16.845493;16.909994;16.775996
25;;16.807119;16.887583;16.720565
30;;16.768845;16.865208;16.665361
30.1;14.000000;16.768845;16.865208;16.665361
30.2;14.000000;16.767316;16.864313;16.663158
35.2;14.000000;16.729147;16.841975;16.608189
40.2;14.000000;16.691078;16.819673;16.553444
45.2;14.000000;16.653032;16.797362;16.498813
50.2;14.000000;16.615162;16.775132;16.444515
55.2;14.000000;16.577392;16.752937;16.390439
60.1;14.000000;16.577392;16.752937;16.390439
60.2;14.000000;16.539720;16.730778;16.336583
65.2;14.000000;16.502147;16.708654;16.282948
70.2;14.000000;16.464673;16.686566;16.229531
75.2;14.000000;16.427371;16.664557;16.176439
80.2;14.000000;16.390093;16.642539;16.123457
85.2;14.000000;16.352912;16.620557;16.070692
90.1;14.000000;16.352912;16.620557;16.070692
90.2;14.000000;16.315828;16.598610;16.018143
95.2;14.000000;16.278842;16.576699;15.965808
100.2;14.000000;16.241952;16.554822;15.913687
105.2;14.000000;16.205160;16.532981;15.861778
110.2;14.000000;16.168463;16.511174;15.810082
115.2;14.000000;16.131863;16.489403;15.758597
120.1;14.000000;16.131863;16.489403;15.758597
120.2;14.000000;16.095359;16.467666;15.707322
125.2;14.000000;16.058950;16.445965;15.656257
130.2;14.000000;16.022637;16.424298;15.605400
135.2;14.000000;15.986419;16.402666;15.554751
140.2;14.000000;15.950296;16.381069;15.504309
145.2;14.000000;15.914267;16.359506;15.454073
150.1;14.000000;15.914267;16.359506;15.454073
150.2;14.000000;15.878333;16.337978;15.404042
155.2;14.000000;15.842493;16.316484;15.354215
160.2;14.000000;15.806676;16.294982;15.304493
165.2;14.000000;15.771024;16.273558;15.255073
170.2;14.000000;15.735465;16.252168;15.205855
175.2;14.000000;15.699999;16.230812;15.156838
180.1;14.000000;15.699999;16.230812;15.156838
180.2;14.000000;15.664626;16.209490;15.108021
185.2;14.000000;15.629346;16.188203;15.059403
190.2;14.000000;15.594159;16.166949;15.010984
195.2;14.000000;15.559063;16.145730;14.962763
200.2;14.000000;15.524060;16.124545;14.914739
205.2;14.000000;15.489148;16.103394;14.866911
210.1;14.000000;15.489148;16.103394;14.866911
210.2;14.000000;15.454328;16.082277;14.819278
215.2;14.000000;15.419599;16.061194;14.771840
220.2;14.000000;15.384961;16.040144;14.724596
225.2;14.000000;15.350414;16.019128;14.677544
230.2;14.000000;15.315957;15.998146;14.630685
235.2;14.000000;15.281591;15.977198;14.584017
240.1;14.000000;15.281591;15.977198;14.584017
240.2;14.000000;15.247314;15.956283;14.537540
245.2;14.000000;15.213128;15.935402;14.491253
250.2;14.000000;15.179031;15.914555;14.445154
255.2;14.000000;15.145023;15.893740;14.399244
260.2;14.000000;15.111105;15.872960;14.353522
265.2;14.000000;15.077275;15.852212;14.307986
270.1;14.000000;15.077275;15.852212;14.307986
270.2;14.000000;15.043534;15.831498;14.262636
275.2;14.000000;15.009881;15.810817;14.217472
280.2;14.000000;14.976317;15.790169;14.172492
285.2;14.000000;14.942840;15.769554;14.127695
290.2;14.000000;14.909451;15.748973;14.083082
295.2;14.000000;14.876150;15.728424;14.038651
300.1;14.000000;14.876150;15.728424;14.038651
300.2;14.000000;14.842936;15.707909;13.994401
305.2;14.000000;14.809809;15.687426;13.950332
310.2;14.000000;14.776769;15.666976;13.906443
315.2;14.000000;14.743815;15.646559;13.862734
320.2;14.000000;14.710948;15.626175;13.819203
325.2;14.000000;14.678167;15.605823;13.775849
330.1;14.000000;14.678167;15.605823;13.775849
330.2;14.000000;14.645471;15.585505;13.732673
335.2;14.000000;14.612862;15.565218;13.689673
340.2;14.000000;14.580338;15.544965;13.646849
345.2;14.000000;14.547899;15.524743;13.604200
350.2;14.000000;14.515545;15.504554;13.561724
355.2;14.000000;14.483275;15.484398;13.519423
360.1;14.000000;14.483275;15.484398;13.519423
360.2;14.000000;14.451091;15.464274;13.477294
365.2;14.000000;14.418991;15.444182;13.435337
370.2;14.000000;14.386974;15.424123;13.393552
375.2;14.000000;14.355042;15.404095;13.351937
380.2;14.000000;14.323193;15.384100;13.310492
385.2;14.000000;14.291428;15.364137;13.269217
390.1;14.000000;14.291428;15.364137;13.269217
390.2;14.000000;14.259746;15.344206;13.228110
395.2;14.000000;14.228147;15.324307;13.187171
400.2;14.000000;14.196631;15.304439;13.146399
405.2;14.000000;14.165198;15.284604;13.105794
410.2;14.000000;14.133846;15.264800;13.065354
415.2;14.000000;14.102577;15.245029;13.025080
420.1;14.000000;14.102577;15.245029;13.025080
420.2;14.000000;14.071390;15.225289;12.984971
425.2;14.000000;14.040285;15.205580;12.945025
430.2;14.000000;14.009261;15.185904;12.905242
435.2;14.000000;13.978318;15.166258;12.865622
440.2;14.000000;13.947457;15.146645;12.826163
445.2;14.000000;13.916676;15.127063;12.786866
450.1;14.000000;13.916676;15.127063;12.786866
450.2;14.000000;13.885976;15.107512;12.747729
455.2;14.000000;13.855356;15.087992;12.708752
460.2;14.000000;13.824817;15.068504;12.669935
465.2;14.000000;13.794358;15.049047;12.631276
470.2;14.000000;13.763978;15.029622;12.592774
475.2;14.000000;13.733678;15.010227;12.554430
480.1;14.000000;13.733678;15.010227;12.554430
480.2;14.000000;13.703458;14.990864;12.516243
485.2;14.000000;13.673316;14.971532;12.478212
490.2;14.000000;13.643254;14.952231;12.440336
495.2;14.000000;13.613270;14.932960;12.402614
500.2;14.000000;13.583365;14.913721;12.365047
505.2;14.000000;13.553538;14.894512;12.327633
510.1;14.000000;13.553538;14.894512;12.327633
510.2;14.000000;13.592731;14.906374;12.359263
515.2;14.000000;13.631843;14.918227;12.390785
520.2;14.000000;13.670853;14.930060;12.422180
525.2;14.000000;13.709761;14.941875;12.453445
530.2;14.000000;13.748567;14.953671;12.484584
535.2;14.000000;13.787271;14.965448;12.515595
540.1;14.000000;13.787271;14.965448;12.515595
540.2;14.000000;13.825873;14.977206;12.546479
545.2;14.000000;13.864375;14.988945;12.577237
550.2;14.000000;13.902776;15.000665;12.607870
555.2;14.000000;13.941076;15.012366;12.638377
560.2;14.000000;13.979275;15.024049;12.668760
