Time;ThermostatTargetTemperature;LivingroomTemperature;KitchenTemperature;HallTemperature
0.1;;16.999283;16.998762;16.998621
5;;16.967386;16.943696;16.937310
10;;16.934911;16.887706;16.875023
15;;16.902509;16.831916;16.813014
20;;16.870244;16.776437;16.751404
25;;16.837988;16.721047;16.689945
30;;16.805804;16.665854;16.628760
30.1;14.000000;16.805804;16.665854;16.628760
30.2;14.000000;16.804518;16.663650;16.626318
35.2;14.000000;16.772410;16.608664;16.565416
40.2;14.000000;16.740374;16.553874;16.504784
45.2;14.000000;16.708346;16.499171;16.444302
50.2;14.000000;16.676455;16.444774;16.384210
55.2;14.000000;16.644635;16.390571;16.324385
60.1;14.000000;16.644635;16.390571;16.324385
60.2;14.000000;16.612887;16.336562;16.264826
65.2;14.000000;16.581211;16.282747;16.205533
70.2;14.000000;16.549606;16.229125;16.146503
75.2;14.000000;16.518135;16.175802;16.087853
80.2;14.000000;16.486672;16.122563;16.029347
85.2;14.000000;16.455280;16.069514;15.971101
90.1;14.000000;16.455280;16.069514;15.971101
90.2;14.000000;16.423959;16.016656;15.913115
95.2;14.000000;16.392708;15.963987;15.855387
100.2;14.000000;16.361528;15.911507;15.797915
105.2;14.000000;16.330418;15.859215;15.740699
110.2;14.000000;16.299379;15.807110;15.683738
115.2;14.000000;16.268409;15.755192;15.627030
120.1;14.000000;16.268409;15.755192;15.627030
120.2;14.000000;16.237509;15.703460;15.570575
125.2;14.000000;16.206678;15.651913;15.514371
130.2;14.000000;16.175918;15.600551;15.458417
135.2;14.000000;16.145226;15.549373;15.402712
140.2;14.000000;16.114604;15.498378;15.347255
145.2;14.000000;16.084050;15.447566;15.292045
150.1;14.000000;16.084050;15.447566;15.292045
150.2;14.000000;16.053566;15.396936;15.237081
155.2;14.000000;16.023150;15.346488;15.182361
160.2;14.000000;15.992742;15.296119;15.127776
165.2;14.000000;15.962463;15.246032;15.073542
170.2;14.000000;15.932253;15.196124;15.019550
175.2;14.000000;15.902110;15.146395;14.965798
180.1;14.000000;15.902110;15.146395;14.965798
