Mode Speed Time Overshoot mmOvershoot
0 1 1.37801 0.000196 0.196000000000002
0 1.5 1.69701 5.60000000000005E-05 0.056000000000001
0 2 1.86801 6.60000000000105E-05 0.066000000000011
0 2.5 2.03901 7.29999999999897E-05 0.07299999999999
0 3 1.20701 2.49999999999972E-05 0.024999999999997
2 0.02 5.38001 5.60000000000005E-05 0.056000000000001
2 0.04 2.79001 0.000108 0.107999999999997
